epoch,train_loss,valid_loss,learning_rate
1,0.05268589196055031,0.10094504058361053,0.0001
2,0.05272407734055355,0.1005636677145958,0.0001
3,0.05431360151018652,0.10007452219724655,0.0001
4,0.051855848661379454,0.09976109862327576,0.0001
5,0.05250002718359256,0.09899244457483292,0.0001
6,0.05217296335654286,0.09737233072519302,0.0001
7,0.05069420297286692,0.09670869261026382,0.0001
8,0.050239663524819705,0.09668491035699844,0.0001
9,0.05263882621830346,0.09588584303855896,0.0001
10,0.051830208438006176,0.09532034397125244,0.0001
11,0.05091410535079285,0.09446266293525696,0.0001
12,0.051707057722479424,0.09461501240730286,0.0001
13,0.05078975385754009,0.09436725825071335,0.0001
14,0.05065825976985747,0.09447319060564041,0.0001
15,0.048960330526139635,0.09386670589447021,0.0001
16,0.04938573419121768,0.09333250671625137,0.0001
17,0.049136716029313576,0.09305257350206375,0.0001
18,0.048603893410131174,0.09312282502651215,0.0001
19,0.04839909609806216,0.09272860735654831,0.0001
20,0.04953708413589322,0.09249327331781387,0.0001
21,0.049170732902072044,0.09269607812166214,0.0001
22,0.04834401397337605,0.09301356971263885,0.0001
23,0.0482040690686112,0.09248610585927963,0.0001
24,0.049040859027515156,0.09152702242136002,0.0001
25,0.04819800704961318,0.09174246340990067,0.0001
26,0.048353187320715856,0.0921388491988182,0.0001
27,0.048750537542515085,0.09136398136615753,0.0001
28,0.04834341722877905,0.0926516130566597,0.0001
29,0.04825741512151108,0.0923973023891449,0.0001
30,0.04733905176329788,0.09161579608917236,0.0001
31,0.048568206273768635,0.09274199604988098,5e-05
32,0.048412341047580965,0.09190978109836578,5e-05
33,0.047167400524739056,0.09178675711154938,5e-05
34,0.04756544337273619,0.09146051853895187,5e-05
35,0.046842122235116856,0.09164296090602875,2.5e-05
