variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,5,0.10709109157323837,3015,0.2840610444545746,0.5329737746405301,0.30781692266464233,39.71396255493164,22.936643600463867,33.405033111572266
st_time,2047,14,0.12054106593132019,3015,0.28499835729599,0.5338523740660802,0.305748850107193,39.7794303894043,22.782543182373047,32.588287353515625
st_rfft,2048,4,0.10462389141321182,3015,0.2832503020763397,0.5322126474223811,0.30384182929992676,39.657249450683594,22.640445709228516,32.84257888793945
st_time,2048,4,0.10381381213665009,3015,0.2829729914665222,0.5319520574887574,0.30284637212753296,39.63783264160156,22.566267013549805,32.59267044067383
st_rfft,2049,22,0.12475339323282242,3015,0.282919704914093,0.5319019692707416,0.306053102016449,39.634098052978516,22.805213928222656,33.10493469238281
st_time,2049,22,0.12394283711910248,3015,0.2841598093509674,0.5330664211437139,0.3054902255535126,39.72086715698242,22.763273239135742,32.716102600097656
st_rfft,2050,7,0.1098824217915535,3015,0.28256744146347046,0.5315707304427798,0.3054429292678833,39.60941696166992,22.759750366210938,32.99742126464844
st_time,2050,7,0.10817212611436844,3015,0.28238624334335327,0.5314002666007548,0.3042314648628235,39.59671401977539,22.669477462768555,32.67852783203125
st_rfft,2051,1,0.10124342888593674,3015,0.2818182706832886,0.5308655862676432,0.3020308017730713,39.5568733215332,22.505495071411133,32.71444320678711
st_time,2051,1,0.10134418308734894,3015,0.2802293598651886,0.5293669425504285,0.30263757705688477,39.4452018737793,22.550710678100586,32.8743782043457
