history,1,3,6,12,24
24,21.288787,31.684450,41.293198,53.391115,68.241844
48,21.631964,32.061770,42.638558,56.821570,71.156824
72,21.777099,32.130707,41.756659,54.951088,67.138295
168,22.016566,32.569559,42.266787,55.006826,67.696832
