history,1,3,6,12,24
24,-0.020396,-0.090446,0.083923,-0.002571,0.025762
48,0.041006,-0.058677,-0.063335,0.012561,-0.308165
72,-0.119862,-0.064058,0.097171,0.071936,-0.028961
168,-0.265109,-0.211391,-0.052829,0.057252,-0.085559
