history,1,3,6,12,24
24,3.118800,2.862793,2.921318,3.587720,3.846907
48,3.360574,3.009078,2.593782,1.727551,2.408070
72,2.008807,1.973451,1.414224,0.893627,-0.193060
168,0.986223,1.367541,0.822000,-0.088376,-0.240576
