variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,12,0.1092919334769249,18,5901,13.297602095042974,9.714987706622725,31.506202153127173,18876
st_time,7001,11,0.11145485937595367,17,5901,13.23860199654315,9.643860975699193,31.29344590400287,18876
st_rfft,7002,19,0.12164480239152908,25,5901,13.122572127130274,9.558554168979251,31.05175548226392,18876
st_time,7002,29,0.12994475662708282,30,5901,13.05565664325529,9.482305353338068,30.82142102080278,18876
st_rfft,7003,6,0.10626965016126633,12,5901,13.097819843768871,9.564133775363056,31.15700516665743,18876
st_time,7003,1,0.10074447840452194,7,5901,13.130595484007424,9.583550747533703,31.268016955753712,18876
st_rfft,7004,30,0.13941694796085358,30,5901,13.172578535145526,9.590706761900362,31.1798186619763,18876
st_time,7004,30,0.13758602738380432,30,5901,13.143254608154223,9.589339530020858,31.235413905689203,18876
st_rfft,7005,30,0.14102418720722198,30,5901,13.300776942568815,9.731724652478087,31.626472891256874,18876
st_time,7005,30,0.13795363903045654,30,5901,13.275967198605514,9.725958881551973,31.63273900668934,18876
