epoch,train_loss,valid_loss
1,0.45866395799379384,0.642413854598999
2,0.4565088745729453,0.6397010087966919
3,0.4537990731796089,0.638678252696991
4,0.4523930134980575,0.6381391286849976
5,0.4497904412991588,0.6362742185592651
6,0.44364260489594975,0.632311224937439
7,0.4427432129404371,0.6275904178619385
8,0.44114656046040296,0.625708281993866
9,0.4365537461366983,0.6237197518348694
10,0.4405572149335382,0.622093141078949
11,0.4406966259408971,0.6218028664588928
12,0.44349477111376856,0.6217690706253052
13,0.4452105910940828,0.6214174628257751
14,0.4391310433352914,0.6218963265419006
15,0.4409711951459808,0.6212702989578247
16,0.43918052188107387,0.6211824417114258
17,0.43969147473174613,0.6195209622383118
18,0.4393744755479044,0.6197017431259155
19,0.44178800010685093,0.618946373462677
20,0.44143980763178853,0.61956787109375
21,0.4408091380736477,0.6201615333557129
22,0.4372991861528869,0.619408369064331
23,0.4391795891851487,0.6193914413452148
24,0.43762242719641914,0.6194267272949219
25,0.43883116338091027,0.6189709901809692
