variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,15,0.11116968095302582,5901,0.5520117878913879,0.7429749577821503,0.48658597469329834,55.23255157470703,36.17266845703125,50.21240234375
st_time,2047,29,0.11862943321466446,5901,0.5501043200492859,0.7416901779377194,0.48341673612594604,55.13704299926758,35.93706130981445,50.49033737182617
st_rfft,2048,21,0.1180216372013092,5901,0.5269710421562195,0.7259277113846939,0.4774457812309265,53.96526336669922,35.493186950683594,51.18314743041992
st_time,2048,30,0.12189172208309174,5901,0.5279878973960876,0.7266277571054437,0.4771977961063385,54.017303466796875,35.47475051879883,51.2575798034668
st_rfft,2049,11,0.1085762083530426,5901,0.5379939675331116,0.7334807206280963,0.4825645387172699,54.52675247192383,35.873714447021484,50.1446418762207
st_time,2049,28,0.11841049790382385,5901,0.5366677641868591,0.7325761149442829,0.4791674315929413,54.459503173828125,35.62117004394531,50.466453552246094
st_rfft,2050,16,0.11544463783502579,5901,0.5237109661102295,0.7236787727370684,0.46953678131103516,53.79807662963867,34.905235290527344,48.59779357910156
st_time,2050,30,0.12207069247961044,5901,0.5230230093002319,0.7232032973516036,0.4682130515575409,53.762733459472656,34.806827545166016,49.06900405883789
st_rfft,2051,7,0.10608475655317307,5901,0.5934627652168274,0.7703653452854868,0.51475590467453,57.268741607666016,38.26681137084961,51.98114013671875
st_time,2051,30,0.12064984440803528,5901,0.5999968647956848,0.7745946454731564,0.5152658224105835,57.58315658569336,38.304718017578125,52.69457244873047
