variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,initialized_from_degraded,backbone_lr_scale,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2032.0,20.0,0.101923644542694,12.36874914800137,0.0169903990026796,test,21267.0,21264.0,False,1.0,0.0833858400583267,0.2887660645891873,0.1355509161949157,21.51876449584961,10.101215362548828,15.975494384765623,21.51876449584961,10.101215362548828,21.51876449584961,10.101215362548828,21.51876449584961,10.101215362548828,21.51876449584961,10.101215362548828,0.0,0.0,0.9992044568061828,0.0528988614678382,0.0030405211728066,0.0,0.0,input
st_station_bias_delta_forecast,2032.0,31.0,0.0929256901144981,12.871479689005357,0.0166244959982577,test,21268.0,4622.0,True,0.0,0.0783104598522186,0.2798400611996406,0.1331657320261001,20.85360145568848,9.92347240447998,16.534751892089844,21.548486709594727,10.099881172180176,22.30532455444336,12.126359939575195,22.934070587158203,13.150616645812988,21.60404396057129,10.323104858398438,0.1376119405031204,0.0476727032285486,0.9590629935264589,0.0347524993121624,0.0200121346861124,0.0,0.8136967420578003,forecast
degraded_patchtst,2033.0,29.0,0.1028557196259498,15.448357154004045,0.0149510960036423,test,21267.0,21264.0,False,1.0,0.082280546426773,0.2868458583050713,0.1367523521184921,21.37567138671875,10.190746307373049,16.09710693359375,21.37567138671875,10.190746307373049,21.37567138671875,10.190746307373049,21.37567138671875,10.190746307373049,21.37567138671875,10.190746307373049,0.0,0.0,0.9996949434280396,0.049030102789402,0.0019674333743751,0.0,0.0,input
st_station_bias_delta_forecast,2033.0,35.0,0.0951426774263382,13.143716227998084,0.0158571700012544,test,21268.0,4622.0,True,0.0,0.0771395191550254,0.2777400208018741,0.1351627707481384,20.69710731506348,10.072290420532228,16.659648895263672,21.388092041015625,10.213534355163574,22.60068702697754,12.542336463928224,23.16678810119629,13.379137992858888,21.314926147460938,10.222716331481934,0.1429252624511718,0.0482738825347083,0.948928952217102,0.0540114007890224,0.0240346044301986,0.0,0.8143048286437988,forecast
degraded_patchtst,2034.0,22.0,0.1026145815849304,12.56054903799668,0.0153026269981637,test,21267.0,21264.0,False,1.0,0.0822045430541038,0.2867133464875743,0.13670714199543,21.36579704284668,10.187376976013184,16.529773712158203,21.36579704284668,10.187376976013184,21.36579704284668,10.187376976013184,21.36579704284668,10.187376976013184,21.36579704284668,10.187376976013184,0.0,0.0,0.9995723962783812,0.0585822723805904,0.0020675510168075,0.0,0.0,input
st_station_bias_delta_forecast,2034.0,40.0,0.095069020986557,13.181230337999295,0.0176887769994209,test,21268.0,4622.0,True,0.0,0.0779165104031562,0.2791352905011408,0.1347797513008117,20.801082611083984,10.04374885559082,16.812570571899414,21.35657501220703,10.134897232055664,22.34633445739746,12.281606674194336,22.85801124572754,13.194979667663574,21.368200302124023,10.237205505371094,0.1361294537782669,0.0457237418493197,0.9500199556350708,0.0311321225017309,0.0247763432562351,0.0,0.7437067627906799,forecast
degraded_patchtst,2035.0,35.0,0.102735660970211,16.840873531000398,0.0153618369949981,test,21267.0,21264.0,False,1.0,0.0835483372211456,0.289047292360862,0.1346742957830429,21.539722442626957,10.035890579223633,16.01682472229004,21.539722442626957,10.035890579223633,21.539722442626957,10.035890579223633,21.539722442626957,10.035890579223633,21.539722442626957,10.035890579223633,0.0,0.0,0.9983704686164856,0.0712846741080284,0.0025876534637063,0.0,0.0,input
st_station_bias_delta_forecast,2035.0,40.0,0.0940490439534187,13.194880349001323,0.0387024800002109,test,21268.0,4622.0,True,0.0,0.0789429023861885,0.2809677959948231,0.1341466456651687,20.937641143798828,9.996569633483888,16.65745735168457,21.54233169555664,10.039982795715332,22.599586486816406,12.461196899414062,23.11058807373047,13.306078910827637,21.58392143249512,10.20628261566162,0.1465471237897873,0.048444022034107,0.9271679520606996,0.0325200110673904,0.0292070545256137,0.0,0.8070666790008545,forecast
degraded_patchtst,2036.0,28.0,0.1018098220229148,14.70980769200105,0.0365504619985586,test,21267.0,21264.0,False,1.0,0.0831425040960311,0.2883444192212347,0.1342985183000564,21.48734474182129,10.00788688659668,16.10627555847168,21.48734474182129,10.00788688659668,21.48734474182129,10.00788688659668,21.48734474182129,10.00788688659668,21.48734474182129,10.00788688659668,0.0,0.0,0.999435305595398,0.0467593744397163,0.0024044294841587,0.0,0.0,input
st_station_bias_delta_forecast,2036.0,30.0,0.0929884687066078,12.40433781700267,0.0160386610004934,test,21268.0,4622.0,True,0.0,0.0780651718378067,0.2794014528197853,0.1323497891426086,20.8209171295166,9.862669944763184,16.328157424926758,21.49389266967773,9.991254806518556,22.338525772094727,12.106193542480469,22.816219329833984,12.742441177368164,21.49787139892578,10.072471618652344,0.1327748298645019,0.0466721872643921,0.9547693729400636,0.0316652208566665,0.0229105539619922,0.0,0.7325652241706848,forecast
