epoch,train_loss,valid_loss
1,0.08413238083765452,0.10305121541023254
2,0.08388266529973977,0.10232847929000854
3,0.08370786755785296,0.10146166384220123
4,0.08358049241721434,0.10136079788208008
5,0.0834726639313273,0.10139991343021393
6,0.08336464831537933,0.10045713931322098
7,0.08328863617413902,0.1005696952342987
8,0.08322933372294548,0.10058525204658508
9,0.08314540414723626,0.10043767839670181
10,0.08311465169140214,0.10038100928068161
11,0.08302522681333838,0.1001422181725502
12,0.08296018079070762,0.10026474297046661
13,0.08295975453881148,0.10012093931436539
14,0.0828992567194177,0.09992080181837082
15,0.08279769183582206,0.10051782429218292
16,0.0828670485479997,0.10027437657117844
17,0.08285125246634184,0.09950374066829681
18,0.0827759323340438,0.10033063590526581
19,0.08269599768588252,0.1000492051243782
20,0.08263654005114394,0.09971271455287933
21,0.08264425827725098,0.1003897562623024
22,0.08254896639400583,0.10002842545509338
23,0.0825209304100216,0.09994493424892426
