variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.100765660405159,7,5901,14.442790158210846,9.52876731995601,25.973135638384203,20028
st_time,7001,1,0.10078736394643784,7,5901,14.411168550105183,9.50352266302884,25.918548865623436,20028
st_rfft,7002,22,0.12095775455236435,28,5901,14.358271613970867,9.406403822029377,25.43860983163772,20028
st_time,7002,19,0.1173606812953949,25,5901,14.350586809414681,9.422775832911988,25.472258258226923,20028
st_rfft,7003,18,0.11884351074695587,24,5901,14.266162935739155,9.360258632299546,25.31944255134388,20028
st_time,7003,15,0.11491253972053528,21,5901,14.24927660993421,9.361536359034638,25.305222744423766,20028
st_rfft,7004,2,0.10166974365711212,8,5901,14.407585355641732,9.517073245493266,25.8448290048919,20028
st_time,7004,29,0.11244247108697891,30,5901,14.254866592186861,9.367550348602228,25.30963279267756,20028
st_rfft,7005,3,0.10280086100101471,9,5901,14.346683081558972,9.423100581396739,25.581809851651226,20028
st_time,7005,1,0.10077720880508423,7,5901,14.374882229348792,9.449658014447193,25.65365825242235,20028
