epoch,train_loss,valid_loss
1,0.11594302256702177,0.13013865053653717
2,0.11253443971965874,0.12718668580055237
3,0.11208749629961892,0.1249915212392807
4,0.10936578982312914,0.12300657480955124
5,0.10793472745528883,0.12120004743337631
6,0.10575676978254063,0.12161412090063095
7,0.1076710447219296,0.1205316111445427
8,0.10672853936052099,0.1209457665681839
9,0.105702466857985,0.12040869146585464
10,0.10293790932912142,0.12018054723739624
11,0.10402511060737588,0.1202225536108017
12,0.10960753985613804,0.12024512141942978
13,0.1085134678883172,0.12020818889141083
14,0.10844263271506724,0.11986418068408966
15,0.11087063005372712,0.11965085566043854
16,0.10650257464425825,0.1191532239317894
17,0.10935838939278499,0.11906725913286209
18,0.10933958193365957,0.11860579252243042
19,0.10734880691622824,0.11849915236234665
20,0.10761655287943296,0.11799078434705734
21,0.1067315173890669,0.11754754930734634
22,0.11058774040818295,0.1174730435013771
23,0.1082646880801055,0.1177181750535965
24,0.10649982477537663,0.11681674420833588
25,0.10719425229219523,0.11728157103061676
26,0.10684805944571953,0.11622348427772522
27,0.10606601213165612,0.11615188419818878
28,0.10886450318243582,0.1161210685968399
29,0.11061637291446139,0.11603671312332153
30,0.10871020904888969,0.11580013483762741
