epoch,train_loss,valid_loss,learning_rate
1,0.9251572561582034,1.3255733251571655,0.001
2,0.6240767638019453,1.0216240882873535,0.001
3,0.5374261900235416,0.9672872424125671,0.001
4,0.4985039257127764,0.8945256471633911,0.001
5,0.48066290035762876,0.8669767379760742,0.001
6,0.4610823974830402,0.850833535194397,0.001
7,0.44945637091427487,0.8336806297302246,0.001
8,0.4460264181808096,0.8294538855552673,0.001
9,0.44197725378149877,0.8140497803688049,0.001
10,0.43532849475066626,0.8120043873786926,0.001
11,0.4285993684011453,0.8106027245521545,0.001
12,0.42158361154942897,0.8159194588661194,0.001
13,0.419328828561096,0.8056246638298035,0.001
14,0.41576250705474804,0.8077587485313416,0.001
15,0.4127456091213085,0.8027124404907227,0.001
16,0.41333363488716485,0.8129234910011292,0.001
17,0.4123529522860245,0.8070487380027771,0.001
18,0.4097092594677193,0.8004512190818787,0.001
19,0.40944771653401013,0.8031678795814514,0.001
20,0.40950147242026297,0.8016858100891113,0.001
21,0.4077846970763097,0.806339681148529,0.001
22,0.41012187178202053,0.8132877349853516,0.0005
23,0.4026606463579218,0.8006856441497803,0.0005
24,0.3980238081968029,0.8055647015571594,0.0005
