variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,3.298991941846907e-06,0.0021373909985413775,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.3243829011917114,0.5695462239289375,0.3099801540374756,42.39105224609375,23.07167625427246,31.448328018188477,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.0400038920342922e-06,0.0018493700044928119,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.4802618026733398,1.2166601015375411,0.8700516819953918,90.55542755126953,64.75753021240234,76.99480438232422,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.008313639991683885,0.0020267700019758195,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9868986010551453,0.9934277029835363,0.7525556087493896,73.94034576416016,56.012351989746094,71.4715347290039,,
trad_ar,trad_ar,deterministic,completed,0,,0.009916719005559571,0.0021443800069391727,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.303684800863266,0.5510760390937588,0.3163236975669861,41.01632308959961,23.5438232421875,34.81618118286133,,
trad_ridge,trad_ridge,deterministic,completed,0,,0.024459038002532907,0.002525838994188234,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.298236221075058,0.5461100814625729,0.31330785155296326,40.64670944213867,23.319351196289062,34.60171890258789,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.535799921999569,0.023480288000428118,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.35053175687789917,0.5920572243270908,0.3801088333129883,44.06653594970703,28.291318893432617,47.22772979736328,,
center_gru_default,center_gru,2047,completed,26,0.4754718244075775,9.097801529002027,0.022691135003697127,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2047.npz,0.28843390941619873,0.5370604336722253,0.3131296634674072,39.97315216064453,23.306093215942383,33.749412536621094,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2048,completed,30,0.474697083234787,8.861600159987574,0.02269633200194221,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2048.npz,0.2894425392150879,0.5379986423914914,0.3098078966140747,40.04298400878906,23.058853149414062,32.83464431762695,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2049,completed,29,0.47696149349212646,9.030351181994774,0.02264591900166124,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2049.npz,0.28890642523765564,0.537500163011748,0.31056874990463257,40.005882263183594,23.115482330322266,33.04484176635742,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2047,completed,20,0.49219369888305664,5.5362152390007395,0.017349650006508455,test,41806,41806,B,default,default,1,,predictions/center_lstm_default_seed2047.npz,0.31455981731414795,0.560856325019294,0.3305344879627228,41.744266510009766,24.601524353027344,34.06748962402344,[9],"{""hidden_size"": 100}"
