variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,29,0.12555651366710663,30,1572,13.45274250490034,8.022252536271244,22.68012662960316,5178
st_time,7001,15,0.11409597098827362,21,1572,13.493548621289497,8.019637892079565,22.446322007355523,5178
st_rfft,7002,28,0.1305456906557083,30,1572,13.264430755475884,7.960024420015137,22.52218391914181,5178
st_time,7002,27,0.1326630413532257,30,1572,13.263356781555798,7.890453984719899,22.054697159046555,5178
st_rfft,7003,30,0.12572652101516724,30,1572,13.331816310600788,7.9859175595504155,22.61641731872084,5178
st_time,7003,29,0.12381510436534882,30,1572,13.369493198187385,7.96719156687395,22.468326681382315,5178
st_rfft,7004,29,0.13757231831550598,30,1572,13.276939789096431,7.992891605962147,22.634471660427558,5178
st_time,7004,29,0.12993058562278748,30,1572,13.295633892715632,7.950128210884763,22.36663562009013,5178
st_rfft,7005,30,0.13502809405326843,30,1572,13.273591915094288,7.944197023729875,22.458896240252837,5178
st_time,7005,26,0.12885023653507233,30,1572,13.325317332033187,7.95069913433159,22.302426004504973,5178
