epoch,train_loss,valid_loss
1,0.31740469619249684,0.19844891130924225
2,0.13858654456339253,0.13616424798965454
3,0.11506187307411397,0.13176323473453522
4,0.106782779798039,0.13288016617298126
5,0.10050522424843968,0.14081615209579468
6,0.10110756989512139,0.1302955597639084
7,0.10082276056249388,0.1347268670797348
8,0.09667211279694302,0.13799576461315155
9,0.0948642779785814,0.127990260720253
10,0.09526151164455056,0.14692029356956482
11,0.09402248783577123,0.13244618475437164
12,0.08991608243585025,0.13597407937049866
13,0.08919961955263613,0.13153085112571716
14,0.08942651150063571,0.13489137589931488
15,0.08559969453573384,0.1322253793478012
16,0.08581886442964756,0.1309756189584732
17,0.08792993259284937,0.12864944338798523
