epoch,train_loss,valid_loss,learning_rate
1,0.683497996003066,1.3417984247207642,0.001
2,0.6815889299668373,1.3309170007705688,0.001
3,0.6748592540814772,1.3232399225234985,0.001
4,0.6710821409404503,1.3148466348648071,0.001
5,0.6700138614732412,1.3096410036087036,0.001
6,0.6600598553337608,1.3023098707199097,0.001
7,0.6602784397172466,1.2958036661148071,0.001
8,0.6557177770507201,1.2902586460113525,0.001
9,0.6516614596967639,1.28731107711792,0.001
10,0.6490439389998609,1.2841296195983887,0.001
11,0.6439075982752424,1.2823247909545898,0.001
12,0.645323562199883,1.281545639038086,0.001
13,0.6481547547102092,1.2788615226745605,0.001
14,0.6438115701497158,1.2771546840667725,0.001
15,0.6483949363221886,1.2761794328689575,0.001
16,0.6436735383309894,1.2741810083389282,0.001
17,0.6417828083018784,1.2730498313903809,0.001
18,0.6435308862776223,1.2731460332870483,0.001
19,0.6403070559734633,1.2718019485473633,0.001
20,0.6421869688199023,1.2696635723114014,0.001
21,0.6372313824593581,1.2667086124420166,0.001
22,0.6356731584314871,1.2644814252853394,0.001
23,0.6358632816019791,1.2655293941497803,0.001
24,0.6345980536900577,1.2607659101486206,0.001
25,0.6372513255636738,1.2605077028274536,0.001
26,0.6311499393754444,1.262478232383728,0.001
27,0.6323054321556135,1.2611303329467773,0.001
28,0.6326092926864448,1.2594724893569946,0.001
29,0.6295142312052993,1.2586625814437866,0.001
30,0.6282567820269117,1.254983901977539,0.001
31,0.6325214073528597,1.2575491666793823,0.001
32,0.6298735455071893,1.2579641342163086,0.001
33,0.6296522035366552,1.254560947418213,0.001
34,0.626316336593309,1.2506051063537598,0.001
35,0.626968992012488,1.2518746852874756,0.001
36,0.6282932056444828,1.2513209581375122,0.001
37,0.6282994377552475,1.2528741359710693,0.001
38,0.628472707045432,1.2470613718032837,0.001
39,0.6281308153258481,1.249289631843567,0.001
40,0.6269736725456462,1.2467862367630005,0.001
