epoch,train_loss,valid_loss
1,0.5321239680859919,1.1034015417099
2,0.5287508331073927,1.1025288105010986
3,0.5276077258949311,1.0999168157577515
4,0.5269086523240183,1.098374843597412
5,0.5263092532839654,1.0980111360549927
6,0.5258507937511265,1.0973759889602661
7,0.5254656514136049,1.0970723628997803
8,0.5250828629257058,1.0969852209091187
9,0.5248003334321247,1.096890926361084
10,0.5246111741199195,1.0962424278259277
11,0.5243657921608491,1.097015619277954
12,0.5241520754999084,1.0959696769714355
13,0.5238976798100655,1.0960084199905396
14,0.5238051014546008,1.09540593624115
15,0.5236581902770401,1.0963101387023926
16,0.5235478363765883,1.0953675508499146
17,0.5234578119503639,1.0961213111877441
18,0.5232683069116284,1.0951117277145386
19,0.5232433519210596,1.095686674118042
20,0.5231131577158719,1.095451831817627
21,0.5230609086760754,1.0956268310546875
22,0.5228538295629089,1.0957882404327393
23,0.5227101227251741,1.0952688455581665
24,0.5226267457253245,1.0954716205596924
