variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,7.539999387518037e-06,0.001960112999768171,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.35636481642723083,0.5969629941857626,0.369522362947464,17.267114639282227,10.688410758972168,29.28239631652832,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.409999979136046e-06,0.0017396370003552875,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.0955880880355835,1.046703438436878,0.7458505034446716,30.275829315185547,21.57367515563965,58.96876907348633,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.009315325999523338,0.0017982259996642824,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9368306994438171,0.9679001495215388,0.807838499546051,27.996448516845703,23.366674423217773,60.698299407958984,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.29937609799981146,0.002860745999896608,test,0,0,A,not_applicable,not_applicable,6,100.0,predictions/trad_spatial_linear.npz,0.3814014196395874,0.6175770556291639,0.431181937456131,17.863374710083008,12.471908569335938,37.51536178588867,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,4,1.1665129661560059,8.91078079899944,0.03424831400025141,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,1.0593113899230957,1.0292285411525934,0.8787561655044556,29.770368576049805,25.417964935302734,63.313232421875,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,completed,10,1.2414158582687378,14.198165001999769,0.03416085600019869,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7002.npz,1.244632601737976,1.1156310329754977,0.9575908780097961,32.269554138183594,27.698253631591797,66.37458038330078,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,5,1.9697093963623047,9.791283069000201,0.03417337100017903,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.9424100518226624,0.970778065173839,0.7845638990402222,28.07969093322754,22.69346046447754,58.192115783691406,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,4,1.1665129661560059,8.89960753899959,0.03421039600016229,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,1.0593113899230957,1.0292285411525934,0.8787561655044556,29.770368576049805,25.417964935302734,63.313232421875,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,10,1.2414158582687378,14.201341403000697,0.034340073999374,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,1.244632601737976,1.1156310329754977,0.9575908780097961,32.269554138183594,27.698253631591797,66.37458038330078,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,5,1.9697093963623047,9.780552626999452,0.03433954999945854,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.9424100518226624,0.970778065173839,0.7845638990402222,28.07969093322754,22.69346046447754,58.192115783691406,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
multi_gru_default,multi_gru,7001,completed,16,0.5774679183959961,14.02633858199988,0.05050882100022136,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7001.npz,0.31266945600509644,0.5591685398921299,0.3835334777832031,16.173912048339844,11.093680381774902,31.93798065185547,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,7002,completed,18,0.5814664363861084,15.30631873799939,0.050382314999296796,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7002.npz,0.316311776638031,0.5624160174088493,0.3795245587825775,16.267847061157227,10.977723121643066,31.189119338989258,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,7003,completed,17,0.59770268201828,14.67288184500012,0.05052096600047662,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7003.npz,0.3128393292427063,0.5593204173304478,0.3808217942714691,16.178306579589844,11.015244483947754,31.704729080200195,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
center_gru_default,center_gru,7001,completed,16,0.7007985711097717,14.077057259999492,0.05042975899959856,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed7001.npz,0.3226196765899658,0.5679961941685576,0.3854657709598541,16.42925262451172,11.149571418762207,33.215301513671875,[0],"{""hidden_size"": 100}"
center_gru_default,center_gru,7002,completed,22,0.6795685887336731,17.881260453999857,0.05021935700005997,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed7002.npz,0.3150844871997833,0.5613238701496519,0.3701069951057434,16.236255645751953,10.705321311950684,31.24399185180664,[0],"{""hidden_size"": 100}"
center_gru_default,center_gru,7003,completed,24,0.6827791333198547,19.138536896000005,0.050099534000764834,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed7003.npz,0.31488898396492004,0.5611496983559022,0.3707399368286133,16.231220245361328,10.723628044128418,31.38473129272461,[0],"{""hidden_size"": 100}"
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7001,completed,4,1.1665129661560059,8.902362247999918,0.034300010000151815,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7001.npz,1.0593113899230957,1.0292285411525934,0.8787561655044556,29.770368576049805,25.417964935302734,63.313232421875,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7002,completed,10,1.2414158582687378,14.221982282999306,0.034234857999763335,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7002.npz,1.244632601737976,1.1156310329754977,0.9575908780097961,32.269554138183594,27.698253631591797,66.37458038330078,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7003,completed,5,1.9697093963623047,9.789683447999778,0.03418831300041347,test,25932,25929,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7003.npz,0.9424100518226624,0.970778065173839,0.7845638990402222,28.07969093322754,22.69346046447754,58.192115783691406,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
