arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,23,1.3513151407241821,29,12.93685325900151,False,False,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,14,1.2999441623687744,20,4.435777415001212,True,True,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,17,1.3703224658966064,23,10.070651730002282,False,False,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,14,1.319292426109314,20,4.59253623600307,True,True,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,13,1.363958716392517,19,8.52570960400044,False,False,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,13,1.3088475465774536,19,4.090872543998557,True,True,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,9,1.3777854442596436,15,6.946651959999144,False,False,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,15,1.3169267177581787,21,4.585281869996834,True,True,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,15,1.3838411569595337,21,9.740166390998638,False,False,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,13,1.3299180269241333,19,4.266357259999495,True,True,8b0fe839eef25c7a27e9cc686f8c9f1232fe111694344d4107638e2af4a99bf3
