variant,seed,best_epoch,best_valid_loss,training_seconds,evaluation_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,base_state_initial_sha256,base_state_final_sha256,base_state_unchanged,beta,forecast_residual_rms_ratio,disable_frequency_rmse_ugm3,disable_frequency_max_abs_difference_scaled,stream_1_energy_ratio,stream_2_energy_ratio,stream_3_energy_ratio,adapter_output_weight_norm,initial_exact_base,capacity_difference_percent_vs_time,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
locked_st_clean,2052,11,0.45789578557014465,0.0,0.4374736540012236,valid,31093,0,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,True,0.0,0.0,50.43915557861328,0.0,,,,0.0,True,0.0,0.45789578557014465,0.6766799727863568,0.4436447322368622,50.43915557861328,33.068904876708984,49.61859130859375
st_time_residual_adapter,2052,18,0.44820719957351685,11.412838125001144,0.04218509799829917,valid,34108,3015,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,True,0.11378822475671768,0.05840703362260835,50.43915557861328,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,2.2748100757598877,True,0.0,0.44820719957351685,0.6694827851211089,0.43232622742652893,49.90268325805664,32.2252311706543,49.26369094848633
st_fixed_frequency_residual,2052,16,0.45051446557044983,10.288267588999588,0.04209803000048851,valid,34108,3015,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,754651f1e69b51c6f2a03796ab8012408e5de5f67e8f13c6fec61adc7616cb03,True,0.11753291636705399,0.05241856011058782,50.43915557861328,0.0,0.7035614848136902,0.23448088765144348,0.061957553029060364,2.7432875633239746,True,0.0,0.45051446557044983,0.6712037437100972,0.4337542653083801,50.03096389770508,32.3316764831543,49.068050384521484
locked_st_clean,2053,29,0.444796085357666,0.0,0.03933513999800198,valid,31093,0,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,True,0.0,0.0,49.71242904663086,0.0,,,,0.0,True,0.0,0.444796085357666,0.6669303452068035,0.4310062527656555,49.71242904663086,32.12684631347656,48.381553649902344
st_time_residual_adapter,2053,28,0.44068410992622375,14.042883035999694,0.04279513799701817,valid,34108,3015,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,True,0.11221956461668015,0.037913371452023455,49.71242904663086,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,2.3575544357299805,True,0.0,0.44068410992622375,0.6638404250467305,0.42658165097236633,49.48210906982422,31.79703712463379,48.20901870727539
st_fixed_frequency_residual,2053,7,0.443636417388916,6.008229621002101,0.041944065997086,valid,34108,3015,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,88ce4f5407308e73a069733cf9de3d38dfb81eb1c29a19dffb5e0ed65a09abda,True,0.10655872523784637,0.0214262804699578,49.71242904663086,0.0,0.7035614848136902,0.23448088765144348,0.061957553029060364,1.308915376663208,True,0.0,0.443636417388916,0.6660603706789018,0.4293995499610901,49.647579193115234,32.00708770751953,48.57171630859375
locked_st_clean,2054,29,0.4651675820350647,0.0,0.03963859099894762,valid,31093,0,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,True,0.0,0.0,50.83808898925781,0.0,,,,0.0,True,0.0,0.4651675820350647,0.6820319508901799,0.44976505637168884,50.83808898925781,33.525108337402344,53.30982971191406
st_time_residual_adapter,2054,29,0.45847129821777344,14.068705492001754,0.041884776001097634,valid,34108,3015,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,True,0.13246451318264008,0.037373411628378005,50.83808898925781,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,3.4804272651672363,True,0.0,0.45847129821777344,0.677105086539581,0.44311532378196716,50.47084426879883,33.02944564819336,52.060646057128906
st_fixed_frequency_residual,2054,8,0.46413561701774597,6.623682428999018,0.04209910899953684,valid,34108,3015,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,64204a83228aec985ce9a3bb71f03e10feaa2e32978d957475465da919e0bf90,True,0.10781283676624298,0.019501757558822684,50.83808898925781,0.0,0.7035614848136902,0.23448088765144348,0.061957553029060364,1.2350841760635376,True,0.0,0.46413561701774597,0.6812749936829812,0.44779202342033386,50.78166961669922,33.37804412841797,52.8238525390625
