variant,seed,horizon_step,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_time_residual_adapter,2054,3,0.4052215814590454,0.6365701700983525,0.4197215437889099,47.449405670166016,31.285690307617188,51.20207214355469
st_time_residual_adapter,2054,4,0.5388723611831665,0.734079260831667,0.5027985572814941,54.717655181884766,37.478179931640625,58.07046890258789
st_time_residual_adapter,2054,5,0.6606289744377136,0.8127908552867175,0.5723593235015869,60.584747314453125,42.663185119628906,62.30600357055664
st_time_residual_adapter,2054,6,0.7772383689880371,0.8816112346085644,0.6373682022094727,65.71456146240234,47.508888244628906,66.54863739013672
st_fixed_frequency_residual,2054,1,0.11552136391401291,0.3398843390243406,0.21125902235507965,25.334693908691406,15.747071266174316,31.534194946289062
st_fixed_frequency_residual,2054,2,0.2646116614341736,0.5144041810037838,0.3266175091266632,38.34325408935547,24.345796585083008,43.87864303588867
st_fixed_frequency_residual,2054,3,0.4099990725517273,0.6403116995274468,0.4254668951034546,47.728294372558594,31.71394157409668,52.834510803222656
st_fixed_frequency_residual,2054,4,0.5434529781341553,0.737192632989611,0.5075317621231079,54.9497184753418,37.83099365234375,58.8905143737793
st_fixed_frequency_residual,2054,5,0.6659498810768127,0.8160575231420961,0.5759307742118835,60.828243255615234,42.92940139770508,62.62628936767578
st_fixed_frequency_residual,2054,6,0.7852790355682373,0.8861597122236133,0.6399463415145874,66.05359649658203,47.7010612487793,67.17899322509766
