epoch,train_loss,valid_loss
1,0.45423450420791955,0.5590790510177612
2,0.21941671203268637,0.31197771430015564
3,0.15272247405728884,0.21988697350025177
4,0.11751039043904925,0.18028932809829712
5,0.1044388967231162,0.16673119366168976
6,0.09514376428654485,0.16006506979465485
7,0.09191630365136433,0.150760218501091
8,0.09088246029103943,0.1471061110496521
9,0.09257180980428217,0.14387977123260498
10,0.08539095059184745,0.14860358834266663
11,0.08550207465395282,0.14757809042930603
12,0.0792237475514412,0.1396079957485199
13,0.08323293623357716,0.14150600135326385
14,0.07743605319226142,0.14227327704429626
15,0.07947679835774324,0.13966920971870422
16,0.07763411631875305,0.1356605440378189
17,0.07668122814925198,0.14586840569972992
18,0.07604020152843431,0.13784004747867584
19,0.0752315398170413,0.14494900405406952
20,0.07632323532017937,0.14811883866786957
21,0.07087765216040533,0.14094385504722595
22,0.07045688355224754,0.13548527657985687
23,0.07391928741739134,0.1407967060804367
24,0.072585596040924,0.13510143756866455
25,0.0737971891615257,0.1361253410577774
26,0.07234816521701246,0.13453489542007446
27,0.07184423622321767,0.136189267039299
28,0.07400439190785876,0.13670587539672852
29,0.07125012448223511,0.13804124295711517
30,0.06817834838585492,0.135402113199234
