variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,infeasible_reason,device_name,batch_size,history,horizon
trad_persistence,trad_persistence,deterministic,completed,0,,4.040000021632295e-06,0.001973451000139903,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.11655183881521225,0.3413968933883439,0.18300484120845795,9.874882698059082,5.293402671813965,14.153777122497559,,,,,,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.4599999051133636e-06,0.0017311629999312572,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.3106474876403809,1.1448351355720967,0.7859184741973877,33.114280700683594,22.73263931274414,58.5787239074707,,,,,,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.0064091669996741985,0.0017222129999936442,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,1.0257642269134521,1.0128001910117574,0.8051350712776184,29.29517936706543,23.28847885131836,58.90510559082031,,,,,,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.017928035000295495,0.0018512010001359158,test,0,0,A,not_applicable,not_applicable,6,10.0,predictions/trad_spatial_linear.npz,0.10949420928955078,0.33089909230693093,0.18791471421718597,9.571234703063965,5.435420513153076,15.97007942199707,,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,7,0.8773594498634338,2.538278376999642,0.012093241999991733,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,0.849533200263977,0.9217012532615854,0.7793939113616943,26.6601505279541,22.54391860961914,58.162109375,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,completed,15,0.6207975149154663,3.774979818999782,0.01168968699994366,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7002.npz,0.5627341866493225,0.7501561081863711,0.6171610951423645,21.69821548461914,17.851343154907227,49.59193420410156,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,5,1.195076823234558,2.148364048000076,0.011752265999803058,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.5321704745292664,0.7295001538925584,0.5441935062408447,21.100744247436523,15.74075984954834,42.18769836425781,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,7,0.8773594498634338,2.4973245099999986,0.011992394000117201,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,0.849533200263977,0.9217012532615854,0.7793939113616943,26.6601505279541,22.54391860961914,58.162109375,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,15,0.6207975149154663,3.8594668299997466,0.011951943999974901,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,0.5627341866493225,0.7501561081863711,0.6171610951423645,21.69821548461914,17.851343154907227,49.59193420410156,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,5,1.195076823234558,2.801235656999779,0.011910085000181425,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.5321704745292664,0.7295001538925584,0.5441935062408447,21.100744247436523,15.74075984954834,42.18769836425781,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
multi_gru_default,multi_gru,7001,completed,20,0.16096919775009155,4.197434508999777,0.009112013000049046,test,32501,32501,C,default,default,6,,predictions/multi_gru_default_seed7001.npz,0.11221989244222641,0.3349923766927039,0.19208651781082153,9.689632415771484,5.556090354919434,16.510540008544922,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",,,,,
multi_gru_default,multi_gru,7002,nonfinite,0,,,,test,32501,32501,C,default,default,6,,,,,,,,,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",non-finite training loss at protocol lr and at lr/10: multi_gru_default seed=7002 has non-finite training loss,AMD Radeon RX 7600,256.0,24.0,1.0
multi_gru_default,multi_gru,7003,nonfinite,0,,,,test,32501,32501,C,default,default,6,,,,,,,,,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}",non-finite training loss at protocol lr and at lr/10: multi_gru_default seed=7003 has non-finite training loss,AMD Radeon RX 7600,256.0,24.0,1.0
center_gru_default,center_gru,7001,completed,24,0.17679212987422943,4.790002383000228,0.009260782000183099,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7001.npz,0.11571083217859268,0.34016294945010206,0.18916308879852295,9.839190483093262,5.471529960632324,16.25899887084961,[0],"{""hidden_size"": 100}",,,,,
center_gru_default,center_gru,7002,completed,22,0.17660920321941376,4.5384158890001345,0.00899664499956998,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7002.npz,0.1152917891740799,0.33954644626925473,0.18951991200447083,9.821358680725098,5.481851577758789,16.522485733032227,[0],"{""hidden_size"": 100}",,,,,
center_gru_default,center_gru,7003,completed,20,0.17756713926792145,4.158310322999569,0.008939565000218863,test,31001,31001,B,default,default,1,,predictions/center_gru_default_seed7003.npz,0.11566536873579025,0.34009611690783864,0.18879441916942596,9.837258338928223,5.460866451263428,16.25006675720215,[0],"{""hidden_size"": 100}",,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7001,completed,7,0.8773594498634338,2.4569967780007573,0.012005767000118794,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7001.npz,0.849533200263977,0.9217012532615854,0.7793939113616943,26.6601505279541,22.54391860961914,58.162109375,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
plain_mix_patchtst_all_matched,plain_mix_patchtst_all,7002,completed,15,0.6207975149154663,3.9371914519997517,0.011704491000273265,test,16903,16900,C,matched,matched_nearest,6,,predictions/plain_mix_patchtst_all_matched_seed7002.npz,0.5627341866493225,0.7501561081863711,0.6171610951423645,21.69821548461914,17.851343154907227,49.59193420410156,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,
