epoch,train_loss,valid_loss
1,0.21917069944666295,0.3652341961860657
2,0.21966962249121358,0.3595800995826721
3,0.21559571625665136,0.3566306531429291
4,0.2128002758916614,0.35568445920944214
5,0.21258642342475356,0.3633858561515808
6,0.21156967051975584,0.3635963499546051
7,0.21014305174125222,0.364820659160614
8,0.2090810165238196,0.3601961135864258
9,0.20726773628162543,0.36208975315093994
10,0.20876411262419806,0.36452507972717285
11,0.2070161630069372,0.3628191351890564
12,0.20857665690618393,0.3651649057865143
