variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm
degraded_patchtst,2024,39,0.10248692333698273,18.44503948700003,0.04071788099827245,17979,0.08154987543821335,0.285569388132225,0.13470473885536194,21.280548095703125,10.038158416748047,15.765276908874512,21.280548095703125,10.038158416748047,21.280548095703125,10.038158416748047,0.0,0.0,0.999860405921936,0.05243012309074402,0.0013016968732699752,0.0
st_center_only,2024,25,0.10235509276390076,12.065297939996526,0.03990879400225822,17980,0.08213850110769272,0.28659815265924643,0.13751040399074554,21.35721206665039,10.247235298156738,16.38971710205078,21.414958953857422,10.509117126464844,21.50524139404297,10.36279296875,0.05392928048968315,0.04497838654963402,0.7984591722488403,0.03675957769155502,0.02597792260348797,0.3532961308956146
st_pairwise,2024,25,0.09861654043197632,12.567741808001301,0.0328611240038299,17980,0.0822506695985794,0.28679377538325235,0.1419016420841217,21.37179183959961,10.574470520019531,18.35817527770996,21.34102439880371,10.4462890625,21.85309410095215,10.820259094238281,0.06468583643436432,0.11156036401517953,0.9367342591285706,0.05201996862888336,0.0411064587533474,0.5715646743774414
degraded_patchtst,2025,16,0.10239876061677933,9.170127764999052,0.040117841999744996,17979,0.08257949352264404,0.2873664794694121,0.13353854417800903,21.41446876525879,9.951254844665527,16.159666061401367,21.41446876525879,9.951254844665527,21.41446876525879,9.951254844665527,0.0,0.0,0.9989655613899231,0.06599833071231842,0.0025809546932578087,0.0
st_center_only,2025,14,0.10546248406171799,8.147906332000275,0.04012163200241048,17980,0.08433008193969727,0.29039642205044,0.13852256536483765,21.6402587890625,10.322661399841309,18.09014320373535,21.521404266357422,10.290694236755371,21.787485122680664,10.44990062713623,0.056184954941272736,0.05084508071071791,0.9066007137298584,0.03515338525176048,0.018780600279569626,0.3929235637187958
st_pairwise,2025,16,0.10215514898300171,9.07379551899794,0.03804328000114765,17980,0.0830821841955185,0.28823980328108484,0.13885504007339478,21.479549407958984,10.347436904907227,19.141843795776367,21.396387100219727,10.062666893005371,21.785337448120117,10.520251274108887,0.05828452482819557,0.07736609862891092,0.9439729452133179,0.05692927539348602,0.03643728047609329,0.48749810457229614
degraded_patchtst,2026,29,0.10117360204458237,14.221621417003917,0.03746787999989465,17979,0.08269999921321869,0.2875760755230148,0.13470588624477386,21.430089950561523,10.038244247436523,16.191509246826172,21.430089950561523,10.038244247436523,21.430089950561523,10.038244247436523,0.0,0.0,0.9997594952583313,0.057450927793979645,0.0012198194162920117,0.0
st_center_only,2026,32,0.10104088485240936,14.760619392996887,0.03928539300250122,17980,0.08198915421962738,0.2863374830853051,0.1379627287387848,21.337787628173828,10.280943870544434,17.079479217529297,21.45370101928711,10.537660598754883,21.45475959777832,10.37914752960205,0.05391031876206398,0.04138406682386675,0.7905901074409485,0.03338567912578583,0.02624797262251377,0.3896910548210144
st_pairwise,2026,29,0.09948791563510895,13.970575906001613,0.038179866001883056,17980,0.08319301903247833,0.2884320007081016,0.14146330952644348,21.49386978149414,10.541804313659668,18.217241287231445,21.466543197631836,10.450220108032227,21.99199104309082,10.786772727966309,0.05977411940693855,0.11170093412520693,0.9096289873123169,0.05239993333816528,0.05095930024981499,0.6093608140945435
