arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,10,0.5615989565849304,16,18.72086437699909,False,False,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,16,0.5353881120681763,22,10.754798071997357,True,True,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,14,0.5569954514503479,20,23.237988269000198,False,False,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,28,0.5261262655258179,30,14.126324755001406,True,True,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,13,0.565449059009552,19,20.94555181800024,False,False,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,29,0.5405559539794922,30,13.816285608998442,True,True,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,16,0.5562769174575806,22,24.105131755997718,False,False,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,29,0.529577374458313,30,13.907178629000555,True,True,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,12,0.5602766871452332,18,19.641527261999727,False,False,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,28,0.5369542837142944,30,13.860714325001027,True,True,07cb5080021bb10ec40533c08dea849c9b804ecdafa442cd8d4343a2a8bb438e
