variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,7,0.10727616399526596,5901,0.5427501797676086,0.7367158066497614,0.46245959401130676,54.83175277709961,34.41960525512695,46.311519622802734
st_time,2047,3,0.10267569869756699,5901,0.5429897904396057,0.7368784095355255,0.4624902307987213,54.84385299682617,34.4218864440918,46.1654052734375
st_rfft,2048,7,0.10717757791280746,5901,0.5061517357826233,0.7114434171335225,0.45233994722366333,52.9507942199707,33.66643142700195,47.3613166809082
st_time,2048,7,0.10627111047506332,5901,0.5065118670463562,0.7116964711492928,0.452724814414978,52.96963119506836,33.69507598876953,47.49214172363281
st_rfft,2049,30,0.13086296617984772,5901,0.5217341184616089,0.7223116491249528,0.4581184387207031,53.75968933105469,34.09650802612305,46.48063659667969
st_time,2049,29,0.1280706375837326,5901,0.5239549279212952,0.7238473098114652,0.4595964252948761,53.873985290527344,34.20650863647461,46.68120574951172
st_rfft,2050,5,0.10462847352027893,5901,0.5588327646255493,0.7475511785995319,0.47235816717147827,55.63819885253906,35.15632629394531,47.5327262878418
st_time,2050,4,0.10332928597927094,5901,0.5590177178382874,0.7476748744195483,0.4720049202442169,55.647403717041016,35.13004684448242,47.65493392944336
st_rfft,2051,9,0.10884276777505875,5901,0.5116246938705444,0.7152794515925538,0.4550982415676117,53.236305236816406,33.87172317504883,45.637001037597656
st_time,2051,9,0.10804998129606247,5901,0.5124080181121826,0.7158268073439151,0.4540637731552124,53.27703857421875,33.79473114013672,45.42548751831055
