variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,2.800006768666208e-06,0.001706583003397,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.1127444207668304,0.3357743599008573,0.1922173649072647,7.833518028259277,4.484375,14.631364822387695,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,6.949994713068008e-06,0.001656834007008,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.1942336559295654,1.0928099816205767,0.7576077580451965,25.49493789672852,17.674768447875977,52.95940017700195,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.0061017959960736,0.0016877940070116,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,1.0302568674087524,1.0150156981095182,0.8052375316619873,23.680021286010746,18.78595733642578,53.66375350952149,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0174411309999413,0.0017711219988996,test,0,0,A,not_applicable,not_applicable,6,0.1,predictions/trad_spatial_linear.npz,0.1100582554936409,0.3317502908719763,0.2043996155261993,7.73963737487793,4.768583297729492,16.430971145629883,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,3,0.7549643516540527,3.6276933680055663,0.0217553740076255,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,0.7134066224098206,0.8446340168438757,0.7080872058868408,19.705062866210938,16.51947021484375,49.60342788696289,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,completed,6,1.5899156332015991,2.4451400940015446,0.012945591006428,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7002.npz,0.5601460337638855,0.7484290439072268,0.5721237063407898,17.460630416870117,13.347477912902832,42.58016586303711,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,5,2.104521989822388,2.193561320003937,0.0125992160028545,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.5481383800506592,0.7403636809370508,0.5498635768890381,17.27246856689453,12.828157424926758,39.82697296142578,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,3,0.7549643516540527,1.843786822995753,0.0119092259992612,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,0.7134066224098206,0.8446340168438757,0.7080872058868408,19.705062866210938,16.51947021484375,49.60342788696289,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,6,1.5899156332015991,2.425111505013774,0.0115958909882465,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,0.5601460337638855,0.7484290439072268,0.5721237063407898,17.460630416870117,13.347477912902832,42.58016586303711,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,5,2.104521989822388,2.232988882009522,0.0119354549970012,test,16903,16900,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.5481383800506592,0.7403636809370508,0.5498635768890381,17.27246856689453,12.828157424926758,39.82697296142578,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 1, ""seq_len"": 24, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
