variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,5,0.10277528315782547,1572,0.1728990226984024,0.415811282553038,0.23036713898181915,30.950685501098633,17.147253036499023,27.54855728149414
st_time,2047,9,0.10767904669046402,1572,0.17261649668216705,0.415471415000078,0.22925812005996704,30.925386428833008,17.0647029876709,27.338071823120117
st_rfft,2048,3,0.10207175463438034,1572,0.17502722144126892,0.4183625478472815,0.2245526760816574,31.140586853027344,16.714454650878906,26.857263565063477
st_time,2048,11,0.11031339317560196,1572,0.1747887283563614,0.41807741909407325,0.22262239456176758,31.11936378479004,16.570777893066406,26.357990264892578
st_rfft,2049,18,0.11282457411289215,1572,0.17969396710395813,0.4239032520563603,0.22820335626602173,31.553007125854492,16.986190795898438,26.848596572875977
st_time,2049,8,0.10500248521566391,1572,0.17964309453964233,0.42384324288543557,0.22870105504989624,31.548540115356445,17.023237228393555,26.98328399658203
st_rfft,2050,21,0.12129969894886017,1572,0.18169069290161133,0.4262519124902683,0.2337811142206192,31.727828979492188,17.401369094848633,27.465761184692383
st_time,2050,9,0.10797436535358429,1572,0.18125370144844055,0.4257390062566978,0.23418989777565002,31.68964958190918,17.43179702758789,27.368328094482422
st_rfft,2051,6,0.10473891347646713,1572,0.178543359041214,0.42254391374295525,0.2315153330564499,31.451824188232422,17.232717514038086,27.067995071411133
st_time,2051,10,0.10875586420297623,1572,0.17860154807567596,0.4226127637396627,0.23041586577892303,31.456951141357422,17.150876998901367,26.75820541381836
