variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,5.099999725644011e-06,0.0024361460000363877,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.2927156388759613,0.541032012801425,0.3540942072868347,12.544239044189453,8.209942817687988,31.725263595581055,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,4.439999429450836e-06,0.002239909000309126,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,0.9909107685089111,0.995445010288821,0.7161232829093933,23.080150604248047,16.603862762451172,57.6469841003418,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.009729395000249497,0.0018540350001785555,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,1.0157533884048462,1.0078459150112413,0.8402069211006165,23.367673873901367,19.480838775634766,62.13992691040039,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.3025258229999963,0.0027151429994773935,test,0,0,A,not_applicable,not_applicable,6,100.0,predictions/trad_spatial_linear.npz,0.28510555624961853,0.5339527659349828,0.38788869976997375,12.380102157592773,8.993494987487793,34.85736846923828,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,3,1.3218835592269897,8.02769186200021,0.0342174609995709,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,1.1118124723434448,1.0544251857497737,0.8928224444389343,24.44765281677246,20.700769424438477,63.7300910949707,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,completed,10,1.0271276235580444,14.22396831199967,0.03421164700012014,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7002.npz,1.040173888206482,1.0198891548626654,0.866507887840271,23.646907806396484,20.090648651123047,62.51327896118164,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,10,0.9257833361625671,14.220313421000355,0.0342098419996546,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.9614553451538086,0.9805382935682873,0.8098111748695374,22.734527587890625,18.77608871459961,59.77775955200195,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,3,1.3218835592269897,8.009721518999868,0.03419517600013933,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,1.1118124723434448,1.0544251857497737,0.8928224444389343,24.44765281677246,20.700769424438477,63.7300910949707,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,10,1.0271276235580444,14.215367813999364,0.034192488999906345,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,1.040173888206482,1.0198891548626654,0.866507887840271,23.646907806396484,20.090648651123047,62.51327896118164,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,10,0.9257833361625671,14.228956848000053,0.03423259400005918,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.9614553451538086,0.9805382935682873,0.8098111748695374,22.734527587890625,18.77608871459961,59.77775955200195,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
