epoch,train_loss,valid_loss,learning_rate
1,0.9290728973330098,2.9102072715759277,0.001
2,0.6496911845584907,1.2338156700134277,0.001
3,0.4727015351364928,1.2669111490249634,0.001
4,0.4253483533129074,0.9676551222801208,0.001
5,0.4002695403946868,0.9617423415184021,0.001
6,0.38404177797682876,0.923139214515686,0.001
7,0.37196106856892347,0.8957895040512085,0.001
8,0.3622053898627135,0.8768119215965271,0.001
9,0.35449571499670085,0.8652080297470093,0.001
10,0.34739382797828716,0.8728737831115723,0.001
11,0.3413238815611932,0.8555004596710205,0.001
12,0.33594685791422607,0.8553020358085632,0.001
13,0.3326915833679576,0.8250678777694702,0.001
14,0.32830213826261606,0.8563384413719177,0.001
15,0.32532823089285773,0.8437415361404419,0.001
16,0.32276342845459194,0.820876955986023,0.001
17,0.31999032655244786,0.8780109286308289,0.001
18,0.31737611220874806,0.8249187469482422,0.001
19,0.3152919334540293,0.8383416533470154,0.001
20,0.3132090472418863,0.8299305438995361,0.0005
21,0.3119331145820691,0.8394098281860352,0.0005
22,0.31108686850812733,0.8349916338920593,0.0005
