variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,20,0.12596862018108368,26,11673,17.066107695565957,12.563770255700355,45.259167203035936,37464
st_time,7001,11,0.11281232535839081,17,11673,17.015340592356015,12.470616685460833,44.95963950778225,37464
st_rfft,7002,30,0.14410574734210968,30,11673,17.54155244832982,12.793428903457931,45.95465285235816,37464
st_time,7002,22,0.12850125133991241,28,11673,17.584723424904606,12.761316284266847,45.84556739769125,37464
st_rfft,7003,4,0.10396650433540344,10,11673,17.48233253760646,12.69646360781008,45.6227852210879,37464
st_time,7003,3,0.10283830761909485,9,11673,17.456214406745193,12.668775666149513,45.512702396102085,37464
st_rfft,7004,4,0.10365409404039383,10,11673,17.151116868915874,12.490830227118538,45.05027948224426,37464
st_time,7004,2,0.10180256515741348,8,11673,17.14419524153645,12.484351045474929,45.060418078620735,37464
st_rfft,7005,5,0.10424145311117172,11,11673,17.336573444708552,12.651929482470814,45.56952976132347,37464
st_time,7005,3,0.10274409502744675,9,11673,17.32050572675923,12.634188367595995,45.52131306738618,37464
