variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,3.7500003600143827e-06,0.0023612189997948008,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.6851467490196228,0.827735917439628,0.5567949414253235,20.706754684448242,13.928857803344727,38.17280960083008,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,3.4899994716397487e-06,0.0019942919998356956,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.1875005960464478,1.0897250093700006,0.7844967842102051,27.260709762573242,19.625080108642578,53.24840545654297,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.009634182999434415,0.0018214839992651832,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,1.0032230615615845,1.0016102343534556,0.7804322838783264,25.05641746520996,19.523399353027344,52.16326141357422,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.3075646939996659,0.00306019199979346,test,0,0,A,not_applicable,not_applicable,6,100.0,predictions/trad_spatial_linear.npz,0.5552777647972107,0.7451696214937984,0.523361086845398,18.641265869140625,13.092472076416016,36.6522216796875,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7001,completed,8,0.813888669013977,12.616975850999552,0.034324694000133604,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7001.npz,0.8835371136665344,0.9399665492274363,0.7402247786521912,23.514331817626953,18.517562866210938,49.70482635498047,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7002,completed,1,1.7695757150650024,6.316068818000531,0.0342557649992159,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7002.npz,0.8982389569282532,0.9477546923799709,0.7179440259933472,23.70915985107422,17.960187911987305,48.405391693115234,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,7003,completed,4,0.9883291721343994,9.00990076800008,0.03427781499976845,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_all_default_seed7003.npz,0.9779878854751587,0.9889327001748697,0.7958407402038574,24.739274978637695,19.90886116027832,52.27925109863281,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7001,completed,8,0.813888669013977,12.603602620999482,0.034218566000163264,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7001.npz,0.8835371136665344,0.9399665492274363,0.7402247786521912,23.514331817626953,18.517562866210938,49.70482635498047,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7002,completed,1,1.7695757150650024,6.315146946999448,0.03435514600005263,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7002.npz,0.8982389569282532,0.9477546923799709,0.7179440259933472,23.70915985107422,17.960187911987305,48.405391693115234,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,7003,completed,4,0.9883291721343994,9.01500046000001,0.03430229599962331,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed7003.npz,0.9779878854751587,0.9889327001748697,0.7958407402038574,24.739274978637695,19.90886116027832,52.27925109863281,"[0, 1, 2, 3, 4, 5]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
multi_gru_default,multi_gru,7001,completed,17,0.40628063678741455,14.901832662999368,0.0508614509999461,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7001.npz,0.4899507164955139,0.6999647966115967,0.4823775589466095,17.510412216186523,12.067222595214844,33.36091613769531,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,7002,completed,29,0.39384907484054565,19.4106220499998,0.05049901399979717,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7002.npz,0.5022565722465515,0.708700622439794,0.48853209614753723,17.72895050048828,12.221184730529785,33.765316009521484,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
multi_gru_default,multi_gru,7003,completed,22,0.39241865277290344,18.131830457999968,0.050582243999997445,test,33006,33006,C,default,default,6,,predictions/multi_gru_default_seed7003.npz,0.5013473629951477,0.7080588697242255,0.489726722240448,17.71289825439453,12.251070022583008,33.774879455566406,"[0, 1, 2, 3, 4, 5]","{""hidden_size"": 100}"
