epoch,train_loss,valid_loss,learning_rate
1,0.061296243946547126,0.1001729741692543,0.001
2,0.06101116642856423,0.1000516414642334,0.001
3,0.059319092248825686,0.09966689348220825,0.001
4,0.0608177178641233,0.09913285076618195,0.001
5,0.060033440877323256,0.09897507727146149,0.001
6,0.06018486279296764,0.09886415302753448,0.001
7,0.0609419098849268,0.09841284155845642,0.001
8,0.05965329836502716,0.09855317324399948,0.001
9,0.05994699516162985,0.09808561205863953,0.001
10,0.05972739861361957,0.09851157665252686,0.001
11,0.05900008616195313,0.09771012514829636,0.001
12,0.058518371921085936,0.09723211079835892,0.001
13,0.05829081145936879,0.09741351008415222,0.001
14,0.05833041369617679,0.0971912294626236,0.001
15,0.058864391589426385,0.09650233387947083,0.001
16,0.05884773085110006,0.09673888981342316,0.001
17,0.058536216952365064,0.09655004739761353,0.001
18,0.05930068885265175,0.09650156646966934,0.001
19,0.0593101649752954,0.09653764963150024,0.0005
20,0.05805636688913267,0.09638611227273941,0.0005
21,0.05941083017237408,0.09637723863124847,0.0005
22,0.058476624062014135,0.09634731709957123,0.0005
23,0.06017788585075953,0.09638836979866028,0.0005
24,0.058051999191291156,0.09612740576267242,0.0005
25,0.059164087603684475,0.09616852551698685,0.0005
26,0.05748731117060028,0.09620890021324158,0.0005
27,0.05797053328930519,0.0960172787308693,0.0005
28,0.05785052789270501,0.09591397643089294,0.0005
29,0.058649442722016804,0.09590378403663635,0.0005
30,0.057760750834613614,0.09595296531915665,0.0005
