variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,initialized_from_degraded,backbone_lr_scale,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage,arm,freeze_backbone,learning_rate_retry,note
degraded_patchtst,2047,29,0.8558307886123657,49.127355194999836,0.06317044200113742,test,40158,40155,False,1.0,0.5320940613746643,0.7294477783739315,0.48815247416496277,54.22694396972656,36.289119720458984,51.3560905456543,54.22694396972656,36.289119720458984,54.22694396972656,36.289119720458984,54.22694396972656,36.289119720458984,54.22694396972656,36.289119720458984,0.0,0.0,0.9990636110305786,0.04581095650792122,0.0030117975547909737,0.0,0.0,input,degraded_patchtst,False,True,nonfinite loss at protocol lr; retried once with lr/10
st_sparse_station_bias_delta_forecast,2047,1,1.2320247888565063,11.732695968999906,0.0633091540003079,test,40159,40156,False,1.0,0.7614733576774597,0.8726244081375788,0.6350661516189575,64.87065124511719,47.21063995361328,64.4326400756836,64.8692398071289,47.198936462402344,64.83635711669922,47.156982421875,64.82721710205078,47.15153503417969,64.87499237060547,47.224143981933594,0.1007821336388588,0.015608253424207484,0.6176835894584656,0.1318797916173935,0.07054488360881805,0.0,0.34420305490493774,forecast,st_sparse_station_bias_delta_forecast,False,,
degraded_patchtst,2048,10,0.9947968125343323,26.00061728199944,0.060978326000622474,test,40158,40155,False,1.0,0.6546087265014648,0.8090789371263256,0.5694718956947327,60.146697998046875,42.334381103515625,58.126007080078125,60.146697998046875,42.334381103515625,60.146697998046875,42.334381103515625,60.146697998046875,42.334381103515625,60.146697998046875,42.334381103515625,0.0,0.0,0.98619145154953,0.04276551306247711,0.012421056628227234,0.0,0.0,input,degraded_patchtst,False,,
st_sparse_station_bias_delta_forecast,2048,1,1.3419604301452637,11.538558324000405,0.06230365100054769,test,40159,40156,False,1.0,0.7847864031791687,0.8858817094732054,0.6444114446640015,65.856201171875,47.905364990234375,65.01946258544922,65.85282135009766,47.901885986328125,65.85077667236328,47.897159576416016,65.85215759277344,47.8990478515625,65.85660552978516,47.905765533447266,0.10015014559030533,0.0019240065262523779,0.6186766624450684,0.15016531944274902,0.06923659145832062,0.0,0.09606243669986725,forecast,st_sparse_station_bias_delta_forecast,False,,
degraded_patchtst,2049,13,0.8063273429870605,31.170616301000337,0.060928061000595335,test,40158,40155,False,1.0,0.5207765698432922,0.721648508515948,0.4848008453845978,53.64714813232422,36.03996276855469,50.53492736816406,53.64714813232422,36.03996276855469,53.64714813232422,36.03996276855469,53.64714813232422,36.03996276855469,53.64714813232422,36.03996276855469,0.0,0.0,0.9999310374259949,0.056580234318971634,0.0008591173100285232,0.0,0.0,input,degraded_patchtst,False,,
st_sparse_station_bias_delta_forecast,2049,29,0.784898579120636,49.771166808001,0.062188728001274285,test,40159,40156,False,1.0,0.5913440585136414,0.7689889846503923,0.5127453804016113,57.16643142700195,38.11734390258789,51.48940658569336,56.70232391357422,37.519676208496094,57.27003860473633,37.95423889160156,57.341365814208984,38.24281692504883,56.90998840332031,37.86247253417969,0.11565955728292465,0.12120098672373002,0.609786331653595,0.17328579723834991,0.043290719389915466,0.0,1.8831846714019775,forecast,st_sparse_station_bias_delta_forecast,False,,
