arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,10,0.12094340473413467,16,7.028434457999538,False,False,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,9,0.11043715476989746,15,3.3556555770010164,True,True,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,6,0.11473563313484192,12,5.2789140950008,False,False,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,30,0.1104440987110138,30,6.5549738879999495,True,True,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,16,0.11277253925800323,22,9.642892574000143,False,False,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,30,0.10087383538484573,30,6.490865111998573,True,True,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,13,0.11344677209854126,19,8.264283197997429,False,False,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,29,0.10311304032802582,30,6.493547195001156,True,True,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,7,0.11323484033346176,13,5.7548430360002385,False,False,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,30,0.10558442771434784,30,6.5057976259995485,True,True,55d9d2d8a7640b973d9c70c5770f9a10ba2e9ed05712153e9f179f29e4b88757
