variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters
trad_persistence,trad_persistence,deterministic,completed,0,,3.310007741674781e-06,0.001993193000089377,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.3231572210788727,0.5684691909671734,0.3093312680721283,42.33667755126953,23.03740882873535,31.473567962646484,,
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.7400016076862812e-06,0.0018176939920522273,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.4932105541229248,1.221969948125945,0.8730511665344238,91.00606536865234,65.02037811279297,77.10165405273438,,
trad_climatology,trad_climatology,deterministic,completed,0,,0.013076366012683138,0.0020423819951247424,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9840158224105835,0.9919757166435998,0.7510940432548523,73.87727355957031,55.937644958496094,71.46060180664062,,
trad_ar,trad_ar,deterministic,completed,0,,0.009558765988913365,0.0021659810008713976,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.30256348848342896,0.5500577137750446,0.3157739043235779,40.96548080444336,23.517223358154297,34.865867614746094,,
trad_ridge,trad_ridge,deterministic,completed,0,,0.016251688008196652,0.0022799400030635297,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.30030474066734314,0.5480006757909548,0.3148321509361267,40.81229019165039,23.447086334228516,34.92938995361328,,
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.2537531029956881,0.004237813001964241,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.32217326760292053,0.567603089846171,0.3572624921798706,42.27217483520508,26.60708236694336,42.400848388671875,,
center_gru_default,center_gru,2047,completed,21,0.4679188132286072,7.944697004990303,0.016642773989588022,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2047.npz,0.2921288311481476,0.5404894366665713,0.3042431175708771,40.25288772583008,22.658472061157227,32.297752380371094,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2048,completed,33,0.4616747796535492,11.034124698999221,0.016870680992724374,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2048.npz,0.2954256534576416,0.5435307290831325,0.3050907552242279,40.47938919067383,22.72159767150879,32.26414489746094,[9],"{""hidden_size"": 100}"
center_gru_default,center_gru,2049,completed,27,0.4640422761440277,9.453864869006793,0.016688402989530005,test,31506,31506,B,default,default,1,,predictions/center_gru_default_seed2049.npz,0.2928069829940796,0.5411164227724747,0.3089902698993683,40.299583435058594,23.01201629638672,33.484859466552734,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2047,completed,21,0.44941475987434387,5.050963305999176,0.01225245199748315,test,41806,41806,B,default,default,1,,predictions/center_lstm_default_seed2047.npz,0.30540186166763306,0.5526317595538941,0.3267779052257538,41.15718460083008,24.336748123168945,33.667354583740234,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2048,completed,17,0.472257524728775,4.241537102003349,0.012237360992003232,test,41806,41806,B,default,default,1,,predictions/center_lstm_default_seed2048.npz,0.31797918677330017,0.5638964326658754,0.3353896141052246,41.99612045288086,24.978099822998047,34.35860061645508,[9],"{""hidden_size"": 100}"
center_lstm_default,center_lstm,2049,completed,12,0.47026684880256653,3.5370889990008436,0.012346540999715216,test,41806,41806,B,default,default,1,,predictions/center_lstm_default_seed2049.npz,0.3130352199077606,0.5594955048146147,0.33259180188179016,41.66836166381836,24.769733428955078,34.19578552246094,[9],"{""hidden_size"": 100}"
center_tcn_default,center_tcn,2047,completed,36,0.550361156463623,238.6853623729985,0.2865112670115195,test,66806,66806,B,default,default,1,,predictions/center_tcn_default_seed2047.npz,0.3775545060634613,0.6144546411765976,0.39838507771492004,45.76144027709961,29.669679641723633,43.09361267089844,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2048,completed,25,0.5670309662818909,196.04737953000586,0.288665016007144,test,66806,66806,B,default,default,1,,predictions/center_tcn_default_seed2048.npz,0.3697454333305359,0.6080669645117517,0.38001808524131775,45.28571319580078,28.301801681518555,42.406578063964844,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
center_tcn_default,center_tcn,2049,completed,38,0.5507584810256958,237.641407787989,0.28832067899929825,test,66806,66806,B,default,default,1,,predictions/center_tcn_default_seed2049.npz,0.38159483671188354,0.6177336292544575,0.409206360578537,46.00564193725586,30.475597381591797,45.00605010986328,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}"
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2047,completed,7,1.197044014930725,3.7162316539906897,0.013818809005897492,test,19596,19593,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2047.npz,0.7499120831489563,0.8659746434792166,0.6790559887886047,64.49336242675781,50.57261657714844,67.5404052734375,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 48, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}"
