variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10068463534116745,7,1572,12.394336476991787,7.029216858428482,19.712777149495533,5034
st_time,7001,28,0.11647946387529373,30,1572,12.264662139121318,6.866197129493201,19.557078607669624,5034
st_rfft,7002,2,0.10119211673736572,8,1572,12.107622344654452,6.834627674740839,19.4942215477699,5034
st_time,7002,13,0.10934578627347946,19,1572,12.038683285069226,6.721175176357532,19.213855605749742,5034
st_rfft,7003,1,0.10066734254360199,7,1572,12.19697029869232,6.864917376612594,19.33898535884629,5034
st_time,7003,14,0.11090854555368423,20,1572,12.073416996191039,6.703837708437969,18.96777047320213,5034
st_rfft,7004,1,0.10049394518136978,7,1572,12.22872162471453,6.869822106192782,19.489412500247788,5034
st_time,7004,12,0.10767892003059387,18,1572,12.144893689909118,6.736038706252439,19.25772026373439,5034
st_rfft,7005,1,0.10027564316987991,7,1572,12.196086727715514,6.86348000186561,19.405452622533737,5034
st_time,7005,1,0.1003849133849144,7,1572,12.17857424615399,6.84660439686402,19.388010770359685,5034
