variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,24,0.14234288036823273,11673,0.8591205477714539,0.9268875594005207,0.6261342763900757,68.99700927734375,46.609092712402344,58.77732467651367
st_time,2047,17,0.1314999759197235,11673,0.8559808135032654,0.925192311632163,0.6223639249801636,68.87081146240234,46.328426361083984,58.184791564941406
st_rfft,2048,30,0.1594562828540802,11673,0.8103060126304626,0.900169990963075,0.6058458089828491,67.00816345214844,45.09883117675781,56.76313781738281
st_time,2048,30,0.1495382934808731,11673,0.808287501335144,0.8990481084653613,0.6044595241546631,66.92465209960938,44.995635986328125,56.875972747802734
st_rfft,2049,26,0.1527583748102188,11673,0.864346981048584,0.9297026304408221,0.6287993788719177,69.20655822753906,46.8074836730957,58.4904670715332
st_time,2049,26,0.1487356573343277,11673,0.8629866242408752,0.9289707337913694,0.6282616853713989,69.1520767211914,46.7674560546875,58.300662994384766
st_rfft,2050,22,0.1413615643978119,11673,0.9160648584365845,0.9571127720580185,0.6409150958061218,71.2469482421875,47.70936965942383,59.55318069458008
st_time,2050,5,0.10869801044464111,11673,0.9209250211715698,0.9596483841342983,0.6449357867240906,71.43569946289062,48.0086669921875,59.86875915527344
st_rfft,2051,21,0.14066627621650696,11673,0.8680230379104614,0.9316775396619055,0.6221380829811096,69.35356140136719,46.31161880493164,57.295257568359375
st_time,2051,29,0.1483296900987625,11673,0.8629398345947266,0.9289455498546331,0.621913731098175,69.15019989013672,46.29491424560547,57.272254943847656
