variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,evaluation_inference_seconds_mean,evaluation_inference_seconds_std,beta_mean,beta_std,forecast_residual_rms_ratio_mean,forecast_residual_rms_ratio_std,stream_1_energy_ratio_mean,stream_1_energy_ratio_std,stream_2_energy_ratio_mean,stream_2_energy_ratio_std,stream_3_energy_ratio_mean,stream_3_energy_ratio_std,adapter_output_weight_norm_mean,adapter_output_weight_norm_std,disable_frequency_rmse_ugm3_mean,disable_frequency_rmse_ugm3_std
locked_st_clean,1,50.43915557861328,0.0,33.068904876708984,0.0,49.61859130859375,0.0,0.45789578557014465,0.0,0.0,0.0,0.4477861289997236,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,50.43915557861328,0.0
st_time_residual_adapter,1,50.17433166503906,0.0,32.667701721191406,0.0,49.437355041503906,0.0,0.4531000554561615,0.0,3.7060371740008122,0.0,0.04231761199844186,0.0,0.10177908837795258,0.0,0.0243511863730622,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0,0.709524393081665,0.0,50.43915557861328,0.0
st_fixed_frequency_residual,1,50.32950210571289,0.0,32.92398452758789,0.0,49.44919967651367,0.0,0.4559069573879242,0.0,0.950716540999565,0.0,0.04299133099993924,0.0,0.10150919109582901,0.0,0.010969397246838264,0.0,0.7035614848136902,0.0,0.23448088765144348,0.0,0.061957553029060364,0.0,0.5473399758338928,0.0,50.43915557861328,0.0
