variant,seed,horizon_step,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
locked_st_clean,2052,1,0.10679911822080612,0.32680134366432173,0.20372839272022247,24.359498977661133,15.18574333190918,29.75562858581543
locked_st_clean,2052,2,0.25882238149642944,0.5087458908889874,0.32672470808029175,37.92149353027344,24.353782653808594,40.42311096191406
locked_st_clean,2052,3,0.4065152704715729,0.6375855005186151,0.42348983883857727,47.525089263916016,31.56657600402832,48.74348831176758
locked_st_clean,2052,4,0.5363378524780273,0.7323509080202109,0.5025489926338196,54.58882522583008,37.45957946777344,53.90815734863281
locked_st_clean,2052,5,0.6610944271087646,0.8130771347841266,0.5735113024711609,60.60608673095703,42.74905014038086,60.5577392578125
locked_st_clean,2052,6,0.7778056263923645,0.881932892227274,0.6318651437759399,65.73853302001953,47.09870147705078,64.32342529296875
st_time_residual_adapter,2052,1,0.1036166176199913,0.32189535197015706,0.19698335230350494,23.993810653686523,14.682973861694336,30.75844955444336
st_time_residual_adapter,2052,2,0.25579169392585754,0.5057585332210002,0.3214949369430542,37.69881820678711,23.963964462280273,39.29556655883789
st_time_residual_adapter,2052,3,0.4035358726978302,0.6352447344904405,0.4202003479003906,47.350608825683594,31.321380615234375,48.763832092285156
st_time_residual_adapter,2052,4,0.5297856330871582,0.7278637462376858,0.49578526616096497,54.25435256958008,36.95541763305664,53.5299186706543
st_time_residual_adapter,2052,5,0.6543059945106506,0.8088918311558416,0.5682806372642517,60.29411697387695,42.359161376953125,60.36371612548828
st_time_residual_adapter,2052,6,0.7715646624565125,0.8783875354628573,0.6268289685249329,65.4742660522461,46.723304748535156,63.912635803222656
st_fixed_frequency_residual,2052,1,0.1052786260843277,0.3244666794669796,0.20033016800880432,24.185474395751953,14.932443618774414,29.903736114501953
st_fixed_frequency_residual,2052,2,0.2575909197330475,0.5075341562230541,0.32448580861091614,37.83116912841797,24.186899185180664,39.886417388916016
st_fixed_frequency_residual,2052,3,0.405426561832428,0.6367311534960638,0.422455370426178,47.46140670776367,31.489465713500977,48.722015380859375
st_fixed_frequency_residual,2052,4,0.5336816310882568,0.7305351675917162,0.5004308819770813,54.4534797668457,37.30169677734375,53.709197998046875
st_fixed_frequency_residual,2052,5,0.6583144068717957,0.8113657663913333,0.5719608068466187,60.47852325439453,42.63347625732422,60.391212463378906
st_fixed_frequency_residual,2052,6,0.7751496434211731,0.8804258307325911,0.6305399537086487,65.6261978149414,46.99991989135742,64.08259582519531
