comparison,candidate_variant,baseline_variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_improvement_percent
st_time_residual_adapter_vs_locked_st_clean,st_time_residual_adapter,locked_st_clean,2052,-0.26482391357421875,-0.4012031555175781,0.525036374095261
st_fixed_frequency_residual_vs_locked_st_clean,st_fixed_frequency_residual,locked_st_clean,2052,-0.10965347290039062,-0.14492034912109375,0.21739751913468755
st_fixed_frequency_residual_vs_st_time_residual_adapter,st_fixed_frequency_residual,st_time_residual_adapter,2052,0.15517044067382812,0.2562828063964844,-0.30926259608147255
