variant,seed,q90_ugm3,peak_element_count,non_peak_element_count,peak_rmse_ugm3,peak_mae_ugm3,non_peak_rmse_ugm3,non_peak_mae_ugm3,threshold_precision,threshold_recall,threshold_f1
locked_st_clean,2052,187.0,1152,4074,68.75965118408203,53.69255828857422,43.893089294433594,27.237178802490234,0.8514957264957265,0.6918402777777778,0.7634099616858238
st_time_residual_adapter,2052,187.0,1152,4074,67.2350845336914,52.06887435913086,44.17070007324219,27.181655883789062,0.8461538461538461,0.7065972222222222,0.770104068117313
st_fixed_frequency_residual,2052,187.0,1152,4074,68.02954864501953,52.95262908935547,44.05302429199219,27.260509490966797,0.8520084566596194,0.6996527777777778,0.7683508102955195
