variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,11,0.1077348068356514,3015,0.30207502841949463,0.5496135264160578,0.3220333755016327,40.907470703125,23.96879005432129,35.58264923095703
st_time,2047,27,0.12199899554252625,3015,0.30352234840393066,0.5509286236926982,0.32193994522094727,41.00535583496094,23.961835861206055,35.14962387084961
st_rfft,2048,9,0.1067451760172844,3015,0.3076741397380829,0.5546838196108508,0.3256916403770447,41.284854888916016,24.241073608398438,35.652671813964844
st_time,2048,3,0.1018461138010025,3015,0.30772337317466736,0.5547281975658596,0.326101154088974,41.288150787353516,24.27155303955078,35.61466979980469
st_rfft,2049,7,0.10612764954566956,3015,0.2993506193161011,0.5471294356147374,0.3217906355857849,40.72258377075195,23.950721740722656,35.920135498046875
st_time,2049,7,0.10488348454236984,3015,0.2999543249607086,0.5476808605024541,0.321696937084198,40.76362609863281,23.943748474121094,36.215232849121094
st_rfft,2050,8,0.10740529745817184,3015,0.30608028173446655,0.5532452274845817,0.3251633048057556,41.17777633666992,24.20174789428711,36.68368911743164
st_time,2050,8,0.10662511736154556,3015,0.30656495690345764,0.5536830834542966,0.3251707851886749,41.21036911010742,24.202306747436523,36.65605163574219
st_rfft,2051,6,0.10515737533569336,3015,0.29825276136398315,0.5461252249841452,0.3199208676815033,40.64783477783203,23.81155776977539,35.61419677734375
st_time,2051,6,0.10501036792993546,3015,0.2986222803592682,0.5464634300291907,0.3196411728858948,40.673011779785156,23.790740966796875,35.722923278808594
