variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,11,0.11873720586299896,5901,0.4725823700428009,0.6874462670222313,0.43060970306396484,51.216556549072266,32.0815544128418,43.60997772216797
st_time,2047,11,0.1171685978770256,5901,0.47284525632858276,0.6876374454089762,0.4289488196372986,51.23080062866211,31.957815170288086,43.293800354003906
st_rfft,2048,25,0.12450409680604935,5901,0.4649682343006134,0.6818857927106367,0.42443615198135376,50.80228805541992,31.621610641479492,43.46006393432617
st_time,2048,26,0.13395598530769348,5901,0.46578073501586914,0.6824813074479543,0.4224717915058136,50.846656799316406,31.47525978088379,42.86656188964844
st_rfft,2049,28,0.14683881402015686,5901,0.4718608558177948,0.6869212879346475,0.42839670181274414,51.17744445800781,31.916685104370117,43.5987434387207
st_time,2049,29,0.1441914141178131,5901,0.470916211605072,0.6862333506942606,0.42755642533302307,51.126190185546875,31.854080200195312,43.11445236206055
st_rfft,2050,27,0.13819727301597595,5901,0.4652882218360901,0.6821203866152148,0.4227387607097626,50.819766998291016,31.495149612426758,42.75093078613281
st_time,2050,16,0.125829815864563,5901,0.46499010920524597,0.6819018325281477,0.42266786098480225,50.80348205566406,31.489870071411133,42.71852111816406
st_rfft,2051,5,0.10924509912729263,5901,0.47361472249031067,0.688196717872376,0.4308640956878662,51.272464752197266,32.10050964355469,43.72182846069336
st_time,2051,5,0.10765540599822998,5901,0.4736531376838684,0.6882246273447852,0.4308892786502838,51.2745475769043,32.10238265991211,43.665626525878906
