variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,initialized_from_degraded,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2024,21,0.10150600969791412,12.118220828997437,0.016991403004794847,test,21267,21264,False,0.08246281743049622,0.2871633984868131,0.13393384218215942,21.399333953857422,9.980710983276367,15.65435791015625,21.399333953857422,9.980710983276367,21.399333953857422,9.980710983276367,21.399333953857422,9.980710983276367,21.399333953857422,9.980710983276367,0.0,0.0,0.9998602867126465,0.05243013799190521,0.0013017024612054229,0.0,0.0,input
st_station_bias_delta_forecast,2024,33,0.09038188308477402,16.139985804002208,0.016376195999328047,test,21268,21265,False,0.07624497264623642,0.27612492217515683,0.13076376914978027,20.576751708984375,9.744478225708008,16.677438735961914,21.465885162353516,10.299264907836914,21.95574378967285,11.576947212219238,22.347328186035156,12.033960342407227,21.326684951782227,10.052706718444824,0.12445642799139023,0.05560312231839439,0.9648420810699463,0.05075562372803688,0.021018430590629578,0.0,0.7323591113090515,forecast
degraded_patchtst,2025,30,0.10277123004198074,15.27594386000419,0.015425327001139522,test,21267,21264,False,0.08427754044532776,0.2903059428350163,0.13611947000026703,21.633516311645508,10.143583297729492,16.24132537841797,21.633516311645508,10.143583297729492,21.633516311645508,10.143583297729492,21.633516311645508,10.143583297729492,21.633516311645508,10.143583297729492,0.0,0.0,0.9989655613899231,0.06599775701761246,0.0025808096397668123,0.0,0.0,input
st_station_bias_delta_forecast,2025,38,0.09415432810783386,16.32423945899791,0.01693539800180588,test,21268,21265,False,0.07756005972623825,0.27849606770336677,0.13403388857841492,20.753448486328125,9.988166809082031,17.172210693359375,21.480974197387695,10.264800071716309,22.08090591430664,11.71262264251709,22.489456176757812,12.292119979858398,21.498126983642578,10.325900077819824,0.12204664945602417,0.05060862800724398,0.9714720249176025,0.05490577965974808,0.0200039055198431,0.0,0.7085928916931152,forecast
degraded_patchtst,2026,13,0.10358885675668716,8.333685140998568,0.015221431996906176,test,21267,21264,False,0.0833529531955719,0.28870911519308134,0.13501758873462677,21.5145206451416,10.061471939086914,15.853507995605469,21.5145206451416,10.061471939086914,21.5145206451416,10.061471939086914,21.5145206451416,10.061471939086914,21.5145206451416,10.061471939086914,0.0,0.0,0.9997594952583313,0.057451486587524414,0.0012199381599202752,0.0,0.0,input
st_station_bias_delta_forecast,2026,25,0.0998883992433548,13.429575317000854,0.0159040209982777,test,21268,21265,False,0.08286385238170624,0.2878608211995968,0.14039236307144165,21.451305389404297,10.46199893951416,17.85574722290039,21.67449951171875,10.295883178710938,21.78302574157715,10.962993621826172,22.22989845275879,11.784807205200195,21.792560577392578,10.611316680908203,0.10503792762756348,0.03516908828842681,0.9955988526344299,0.05662252753973007,0.005588034633547068,0.0,0.474112331867218,forecast
