variant,seed,horizon_step,rmse_ugm3,mae_ugm3
degraded_patchtst,2024,1,21.399333953857422,9.980710983276367
st_station_bias_delta_forecast,2024,1,20.576751708984375,9.744478225708008
degraded_patchtst,2025,1,21.633516311645508,10.143583297729492
st_station_bias_delta_forecast,2025,1,20.753448486328125,9.988166809082031
degraded_patchtst,2026,1,21.5145206451416,10.061471939086914
st_station_bias_delta_forecast,2026,1,21.451305389404297,10.46199893951416
