variant,horizon_step,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,rmse_relative_change_percent,mae_relative_change_percent
degraded_patchtst,1,21.515790303548176,0.11709634152760202,10.061922073364258,0.08143709025671372,0.0,0.0
st_station_bias_delta_forecast,1,20.927168528238933,0.46243380575507964,10.064881324768066,0.3648600161334889,-2.735766462699596,0.029410398751172906
