variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.1014721617102623,7,11673,19.03085683735848,13.461277567959721,41.70850521397206,40344
st_time,7001,18,0.12754499912261963,24,11673,18.92583951485725,13.390969385874785,41.340294698727824,40344
st_rfft,7002,2,0.10398340970277786,8,11673,18.390451891196363,13.244103674753399,41.5564845319297,40344
st_time,7002,14,0.1248878538608551,20,11673,18.357925828870265,13.219136517316889,41.415704062145366,40344
st_rfft,7003,2,0.10411369055509567,8,11673,18.066242122524464,12.989349000585852,40.962198682982596,40344
st_time,7003,9,0.11788934469223022,15,11673,18.049779627880213,13.006791147381072,40.93873728588886,40344
st_rfft,7004,20,0.12665094435214996,26,11673,17.93976439404951,12.951749687366913,40.796009403944126,40344
st_time,7004,7,0.11433374136686325,13,11673,17.969571574681826,12.95515291586344,40.8088024429867,40344
st_rfft,7005,1,0.1015576645731926,7,11673,18.57752438112272,13.305846394798525,41.591931943107106,40344
st_time,7005,1,0.10173939168453217,7,11673,18.50073297781173,13.287077467237795,41.54639334824502,40344
