variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,27,0.12177202850580215,5901,0.5578873157501221,0.7469185469314054,0.4707643985748291,55.59111404418945,35.03771209716797,47.51575469970703
st_time,2047,30,0.13033606112003326,5901,0.5588663220405579,0.7475736231573168,0.4708339273929596,55.639869689941406,35.042884826660156,47.748111724853516
st_rfft,2048,7,0.10623724013566971,5901,0.540338933467865,0.7350775016743915,0.464546263217926,54.709815979003906,34.574913024902344,47.484535217285156
st_time,2048,7,0.10584280639886856,5901,0.5398359894752502,0.7347353193329216,0.46435704827308655,54.68435287475586,34.56083297729492,47.35232162475586
st_rfft,2049,7,0.10664700716733932,5901,0.5321795344352722,0.7295063635330895,0.46825721859931946,54.29517364501953,34.85110855102539,47.498207092285156
st_time,2049,10,0.10821070522069931,5901,0.5327430367469788,0.7298924830048455,0.46709418296813965,54.32391357421875,34.764549255371094,47.584529876708984
st_rfft,2050,5,0.10466048121452332,5901,0.49402445554733276,0.7028687327996123,0.4469936490058899,52.3126106262207,33.268516540527344,46.191864013671875
st_time,2050,4,0.10330555588006973,5901,0.49339133501052856,0.7024182052100647,0.4465341866016388,52.27907180786133,33.23432540893555,46.22100067138672
st_rfft,2051,9,0.10837618261575699,5901,0.519507110118866,0.7207684164271253,0.4573681950569153,53.64482879638672,34.04066848754883,46.70569610595703
st_time,2051,29,0.12740953266620636,5901,0.5198082327842712,0.7209772761913313,0.45689454674720764,53.66037368774414,34.00541687011719,46.6117057800293
