task,seed,variant,scenario,cell_count,rmse_ugm3,mae_ugm3,smape_percent,bias_ugm3
24h_1h,2062,F11,ordinary,539,6.69203459883992,4.990377960488172,23.27646756355736,-0.07641822376145048
24h_1h,2062,B1,high_pollution,192,34.16353880805117,21.888469298680622,8.748740128716818,-10.380058685938517
24h_1h,2062,B1,rapid_rise,125,39.704489817692355,30.77610302734375,23.88840442034499,-30.77610302734375
24h_1h,2062,B1,decline,105,44.01506835731019,33.2395757039388,34.60424870542854,32.591899835495724
24h_1h,2062,B1,ordinary,539,6.620531178312209,4.920850063741539,23.541532511155115,-0.22168834311179209
24h_1h,2062,B2,high_pollution,192,33.77296109057934,21.584672212600708,8.611895324878803,-9.462719519933065
24h_1h,2062,B2,rapid_rise,125,39.13331291620138,29.94186279296875,23.22364449175373,-29.94186279296875
24h_1h,2062,B2,decline,105,43.77478437866313,32.91470140729632,34.14193261943565,32.2568114507766
24h_1h,2062,B2,ordinary,539,6.655371750182205,4.889068249647604,22.844193525908803,-0.009804423089814761
24h_1h,2062,B_flat,high_pollution,192,33.73405626439953,21.510862867037456,8.563740813855507,-9.341785788536074
24h_1h,2062,B_flat,rapid_rise,125,38.907281070959506,29.90104901123047,23.079010453016814,-29.90104901123047
24h_1h,2062,B_flat,decline,105,44.042933260234115,33.36235943748837,34.59068420075312,32.66288681030274
24h_1h,2062,B_flat,ordinary,539,6.667892095988734,4.997207032948567,23.934967819559404,0.10775179323327354
24h_1h,2062,B3,high_pollution,192,34.1168374722475,21.81389633814494,8.738734483282737,-10.22128756841024
24h_1h,2062,B3,rapid_rise,125,39.91503355534831,31.185071960449218,24.202626282478484,-31.185071960449218
