variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,29,0.13821887969970703,30,11673,22.801557170712087,16.671507379221097,46.29366351579008,37464
st_time,7001,11,0.11193472892045975,17,11673,22.708531621565463,16.64608584462438,46.1976309304465,37464
st_rfft,7002,9,0.10956822335720062,15,11673,22.65423884824953,16.62213083594471,46.273842306571666,37464
st_time,7002,3,0.10277706384658813,9,11673,22.626921867761155,16.57651502093825,46.210636362367985,37464
st_rfft,7003,7,0.1074390783905983,13,11673,22.5265920786705,16.40864314148117,45.73098863081979,37464
st_time,7003,4,0.10376986116170883,10,11673,22.486257637506487,16.37040224799279,45.66723227455929,37464
st_rfft,7004,24,0.12088904529809952,30,11673,22.66118215557908,16.548762705548565,46.07731856465289,37464
st_time,7004,9,0.10861572623252869,15,11673,22.56117973445552,16.46630857572733,45.86995611450553,37464
st_rfft,7005,30,0.14086678624153137,30,11673,23.044485670610538,16.97398164815534,47.173730316711385,37464
st_time,7005,30,0.1373687982559204,30,11673,22.81076188928822,16.745445631977432,46.687903103569454,37464
