variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,10,0.10982031375169754,11673,0.8770875930786133,0.9365295473601531,0.659227728843689,69.66022491455078,49.03417205810547,62.83744430541992
st_time,2047,8,0.1081051453948021,11673,0.8745952844619751,0.9351979921182333,0.6575214862823486,69.5611801147461,48.907257080078125,62.80341339111328
st_rfft,2048,17,0.11761549115180969,11673,0.7767943143844604,0.881359355986229,0.6218394637107849,65.55659484863281,46.25318908691406,60.98042297363281
st_time,2048,30,0.12519186735153198,11673,0.7745127081871033,0.8800640364127507,0.6183353066444397,65.46025085449219,45.99254608154297,61.18320846557617
st_rfft,2049,19,0.11562079936265945,11673,0.9019912481307983,0.9497321981120774,0.6649897694587708,70.64225769042969,49.46276092529297,62.381805419921875
st_time,2049,19,0.11693988740444183,11673,0.8997725248336792,0.9485634005345553,0.6626999378204346,70.55531311035156,49.29243850708008,62.51267623901367
st_rfft,2050,16,0.11775434017181396,11673,0.8026455640792847,0.8959048856208368,0.6303243041038513,66.63851165771484,46.884300231933594,61.490989685058594
st_time,2050,16,0.11773563921451569,11673,0.8009105920791626,0.8949360826780662,0.6297529339790344,66.56645202636719,46.841793060302734,61.83613967895508
st_rfft,2051,12,0.10974693298339844,11673,0.7693244814872742,0.8771114418859637,0.6202307343482971,65.24063110351562,46.13352584838867,60.68272399902344
st_time,2051,8,0.107261523604393,11673,0.77070552110672,0.877898354655435,0.6204767823219299,65.29916381835938,46.151832580566406,60.8874397277832
