epoch,train_loss,valid_loss
1,0.3312488972120466,0.49410009384155273
2,0.3274344729985101,0.4933284521102905
3,0.32965020258007766,0.49187541007995605
4,0.32320536121683524,0.4903299808502197
5,0.3221165981393149,0.48783254623413086
6,0.32170351491536164,0.4870181083679199
7,0.32612712251437875,0.48533856868743896
8,0.33045542300157565,0.48275649547576904
9,0.32809463922040016,0.48112863302230835
10,0.3220510220723697,0.4779275953769684
11,0.3233928472468829,0.4761121869087219
12,0.3242280862088931,0.47501686215400696
13,0.3239810193949327,0.47485122084617615
14,0.32646359524524415,0.4733416736125946
15,0.3198355843225048,0.4721883237361908
16,0.3206924012912002,0.471657931804657
17,0.3236667924298198,0.47152116894721985
18,0.3193883457066209,0.46961843967437744
19,0.3208711121101911,0.47105643153190613
20,0.32083603530186977,0.4689936637878418
21,0.32211160667792005,0.4708841145038605
22,0.3215919855627603,0.468473345041275
23,0.3237683873515458,0.4726272523403168
24,0.31994149840544245,0.47019901871681213
25,0.32182087058448056,0.4687221646308899
26,0.3203458156256012,0.469117671251297
27,0.3224756212257703,0.46783754229545593
28,0.3186732758599893,0.4686449468135834
29,0.3218856650943983,0.46897223591804504
30,0.31961929783122534,0.468082070350647
