variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,17,0.11825565993785858,23,3015,11.67624362379515,7.659178494249488,21.529763731541813,9474
st_time,7001,12,0.11310409754514694,18,3015,11.644282041324818,7.6164233574314615,21.340894771328557,9474
st_rfft,7002,1,0.10028816014528275,7,3015,11.541641435858361,7.3996131911870675,20.641386483071262,9474
st_time,7002,1,0.10043969750404358,7,3015,11.52547896973885,7.384048139190835,20.587473900358077,9474
st_rfft,7003,22,0.1242130771279335,28,3015,11.692678422599649,7.5820171460084635,21.285075092776744,9474
st_time,7003,12,0.11110807210206985,18,3015,11.660605855159725,7.532208657501266,21.089261808558195,9474
st_rfft,7004,3,0.10261981189250946,9,3015,11.657607504457568,7.626123896222943,21.843138209824918,9474
st_time,7004,8,0.10664105415344238,14,3015,11.5686569690451,7.519289329984607,21.37315010579396,9474
st_rfft,7005,12,0.11395712196826935,18,3015,11.627639956762842,7.602605027288783,21.64481261691693,9474
st_time,7005,12,0.1126478984951973,18,3015,11.569763948230142,7.538450156532563,21.374893008083482,9474
