variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10055668652057648,7,5901,19.168959700228452,12.303569908287596,32.84415973158399,18876
st_time,7001,1,0.10078224539756775,7,5901,19.136703169936148,12.27165886930905,32.77891459215537,18876
st_rfft,7002,3,0.10203808546066284,9,5901,19.19828317950216,12.412685061238736,33.22878550401394,18876
st_time,7002,10,0.10848268121480942,16,5901,18.90385859873222,12.153603451816327,32.62508761935292,18876
st_rfft,7003,3,0.10257965326309204,9,5901,18.932546731539315,12.275235850064778,32.728394389587784,18876
st_time,7003,1,0.10071218758821487,7,5901,18.935635345904227,12.244353383495334,32.62574096329621,18876
st_rfft,7004,16,0.12208899855613708,22,5901,19.454856454911837,12.647013146181585,33.674384511094075,18876
st_time,7004,7,0.10816340893507004,13,5901,19.519506711582167,12.658509792223601,33.650385688133035,18876
st_rfft,7005,5,0.10347145795822144,11,5901,19.10983452315566,12.296080165809684,32.76485998996026,18876
st_time,7005,12,0.11263354867696762,18,5901,18.895211027054884,12.090189324265998,32.20743527432811,18876
