variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,4,0.10310155153274536,10,3015,10.766294168350411,7.687224045369162,25.503290858614402,10050
st_time,7001,1,0.1005874052643776,7,3015,10.800025740194377,7.698561751522235,25.50227684296409,10050
st_rfft,7002,1,0.10051271319389343,7,3015,10.898816423853503,7.827570481371524,25.95756777343131,10050
st_time,7002,23,0.1234208345413208,29,3015,10.71767488500803,7.653552088571425,25.29534360311822,10050
st_rfft,7003,30,0.1310173124074936,30,3015,10.694862699592727,7.613954522242,25.262224483325014,10050
st_time,7003,16,0.11434286832809448,22,3015,10.695303859604891,7.613034536257312,25.212373653771742,10050
st_rfft,7004,30,0.11905192583799362,30,3015,10.767560435026958,7.700036443074544,25.587098393949436,10050
st_time,7004,30,0.1250419169664383,30,3015,10.723012294339313,7.649369340393673,25.343080480466394,10050
st_rfft,7005,30,0.12910789251327515,30,3015,10.671855105794108,7.614736594584451,25.233774708865482,10050
st_time,7005,25,0.11458947509527206,30,3015,10.674289645168475,7.609988638844656,25.20996003307075,10050
