variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_pairwise_delta_forecast,2024,-1.0763626098632812,-0.08395767211914062,-4.533582269410108
st_sparse_delta_forecast,2024,-1.1796302795410156,-0.004612922668457031,-4.968540221278895
