arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,9,0.717426061630249,17,3.586863191998418,False,False,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,30,0.6713807582855225,38,5.058713815000374,True,True,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,15,0.7200486660003662,23,4.726457346001553,False,False,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,38,0.6592756509780884,40,5.438071166001464,True,True,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,9,0.7318639755249023,17,4.813739598997927,False,False,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,25,0.6744258403778076,33,4.9065712339979655,True,True,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,14,0.7208781838417053,22,4.630674116000591,False,False,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,33,0.6661676168441772,40,5.350081289001537,True,True,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,2,0.7435334920883179,10,2.0958081940007105,False,False,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,7,0.7271576523780823,15,2.1380079529990326,True,True,5ce1757b9480c4c5623a654be22c75023542d36ae8ec84c6d9df37d506d27980
