variant,seed,q90_ugm3,peak_element_count,non_peak_element_count,peak_rmse_ugm3,peak_mae_ugm3,non_peak_rmse_ugm3,non_peak_mae_ugm3,threshold_precision,threshold_recall,threshold_f1
degraded_patchtst_clean,2052,187.0,1152,4074,79.60173034667969,66.10043334960938,54.15800857543945,38.007137298583984,0.8385093167701864,0.5859375,0.6898313745528871
locked_st_clean,2052,187.0,1152,4074,75.43297576904297,61.53691101074219,54.377071380615234,37.3867073059082,0.8246606334841629,0.6328125,0.7161100196463654
