variant,seed,best_epoch,best_valid_loss,training_seconds,evaluation_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,initialized_from_degraded,backbone_initialized_sha256,backbone_final_sha256,backbone_frozen_unchanged,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_spatial_rmse_ugm3,disable_spatial_mae_ugm3,disable_spatial_max_abs_prediction_difference_scaled,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst_clean,2052,2,0.6629325151443481,10.988461127999472,0.0323323150005308,valid,31092,31089,False,,9a14d0f6ade981a5e9e131300346b0547d5650bafdd9a14e8949b4779a2028da,,0.6629325151443481,0.8142066783958163,0.5929757952690125,60.69028091430664,44.199920654296875,75.72137451171875,60.69028091430664,44.199920654296875,0.0,0.0,0.0,0.6193252205848694,0.153013214468956,0.060525450855493546,0.0,0.0,forecast
locked_st_clean,2052,2,0.6406266689300537,2.0666515820012137,0.03310293200047454,valid,31093,5418,True,9a14d0f6ade981a5e9e131300346b0547d5650bafdd9a14e8949b4779a2028da,9a14d0f6ade981a5e9e131300346b0547d5650bafdd9a14e8949b4779a2028da,True,0.6406266689300537,0.8003915722507663,0.5729912519454956,59.660518646240234,42.710289001464844,69.96388244628906,60.69028091430664,44.199920654296875,0.0929594337940216,0.10185163468122482,0.06737595975351655,0.6117177605628967,0.10363609343767166,0.056637831032276154,0.0,0.7064226865768433,forecast
