variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,evaluation_inference_seconds_mean,evaluation_inference_seconds_std,alpha_mean,alpha_std,spatial_residual_rms_ratio_mean,spatial_residual_rms_ratio_std,gate_normalized_entropy_mean,gate_normalized_entropy_std,null_neighbor_weight_mean_mean,null_neighbor_weight_mean_std,gate_sample_std_mean_mean,gate_sample_std_mean_std,disable_spatial_rmse_ugm3_mean,disable_spatial_rmse_ugm3_std
degraded_patchtst_clean,1,60.69028091430664,0.0,44.199920654296875,0.0,75.72137451171875,0.0,0.6629325151443481,0.0,10.988461127999472,0.0,0.0323323150005308,0.0,0.0,0.0,0.0,0.0,0.6193252205848694,0.0,0.153013214468956,0.0,0.060525450855493546,0.0,60.69028091430664,0.0
locked_st_clean,1,59.660518646240234,0.0,42.710289001464844,0.0,69.96388244628906,0.0,0.6406266689300537,0.0,2.0666515820012137,0.0,0.03310293200047454,0.0,0.10185163468122482,0.0,0.06737595975351655,0.0,0.6117177605628967,0.0,0.10363609343767166,0.0,0.056637831032276154,0.0,60.69028091430664,0.0
