arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,17,0.12329468131065369,25,5.719811666000169,False,False,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,40,0.11513900756835938,40,5.529729057998338,True,True,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,4,0.12528741359710693,12,2.7574154670001008,False,False,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,37,0.1197008416056633,40,5.305627050001931,True,True,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,4,0.12770357728004456,12,2.8864606819988694,False,False,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,21,0.12239266186952591,29,3.9429435359998024,True,True,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,8,0.12315163016319275,16,3.5047567630026606,False,False,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,32,0.11721185594797134,40,5.544475048001914,True,True,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,5,0.12456147372722626,13,2.8721526170011202,False,False,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,24,0.11817359179258347,32,4.593067218000215,True,True,6173a1680c190bb9e2d0d7c91660099007644f95528a2f4ea29899414fecd9b7
